Edge,Ollivier-Ricci Curvature
"('0', '7')",0.058558558558559404
"('0', '30')",0.029411764705883137
"('0', '35')",0.08323529411764641
"('0', '42')",0.04411764705882293
"('0', '47')",0.05309734513274389
"('0', '64')",0.04166666666666563
"('0', '115')",0.09459459459459507
"('0', '124')",0.06372549019607887
"('0', '129')",0.05882352941176561
"('0', '145')",0.044117647058822373
"('0', '160')",0.058823529411764164
"('0', '170')",0.04901960784313664
"('0', '204')",0.06862745098039269
"('0', '207')",0.07843137254901988
"('0', '211')",0.05392156862745168
"('0', '218')",0.05882352941176627
"('0', '219')",0.05607476635513631
"('0', '220')",0.02941176470588336
"('0', '221')",0.05339805825242805
"('0', '222')",0.04901960784313886
"('0', '224')",0.06190476190476346
"('0', '229')",0.06796116504854444
"('0', '233')",0.09433962264150586
"('0', '238')",0.05882352941176516
"('0', '245')",0.07352941176470962
"('0', '249')",0.05855855855855918
"('0', '263')",0.05392156862745323
"('0', '273')",0.03431372549019451
"('0', '284')",0.04901960784313697
"('0', '294')",0.0735294117647074
"('0', '305')",0.03921568627450733
"('0', '313')",0.06410256410256499
"('0', '317')",0.08018867924527984
"('0', '329')",0.04453483521067758
"('0', '338')",0.07352941176470684
"('0', '346')",0.06944444444444342
"('0', '350')",0.059090909090909305
"('0', '363')",0.03883495145631122
"('0', '380')",0.06190476190476346
"('0', '381')",0.05504587155963381
"('0', '388')",0.06372549019607476
"('0', '395')",0.05909090909090953
"('0', '416')",0.05172413793103581
"('0', '419')",0.06372549019607998
"('0', '438')",0.03921568627451144
"('0', '440')",0.03846153846153988
"('0', '446')",0.047619047619049226
"('0', '452')",0.04411764705882437
"('0', '474')",0.03921568627450911
"('0', '498')",0.06730769230769362
"('0', '500')",0.09047619047619193
"('0', '503')",0.042735042735043804
"('0', '506')",0.05392156862745001
"('0', '528')",0.024509803921568096
"('0', '544')",0.053921568627450456
"('0', '556')",0.053921568627452454
"('0', '575')",0.03006535947712552
"('0', '604')",0.058823529411765385
"('0', '608')",0.06862745098038969
"('0', '622')",0.04401960784313674
"('0', '623')",0.0539215686274549
"('0', '651')",0.07843137254901889
"('0', '658')",0.05769230769230882
"('0', '678')",0.04807692307692446
"('0', '686')",0.05825242718446666
"('0', '687')",0.06363636363636405
"('0', '691')",0.06372549019608087
"('0', '727')",0.05882352941176683
"('0', '730')",0.04411764705882282
"('0', '743')",0.07142857142857295
"('0', '748')",0.04901960784313886
"('0', '752')",0.05882352941176783
"('0', '754')",0.0637254901960792
"('0', '757')",0.0686274509803948
"('0', '762')",0.044117647058824594
"('0', '767')",0.06372549019607898
"('0', '769')",0.029411764705884247
"('0', '790')",0.032710280373827616
"('0', '795')",0.053921568627454564
"('0', '800')",0.03921568627451244
"('0', '801')",0.053921568627452565
"('0', '822')",0.06862745098039369
"('0', '832')",0.034313725490193514
"('0', '837')",0.07843137254901977
"('0', '839')",0.05045871559633108
"('0', '858')",0.06465517241379448
"('0', '861')",0.053615196078434235
"('0', '864')",0.044117647058824705
"('0', '874')",0.0847457627118654
"('0', '883')",0.04237288135593287
"('0', '899')",0.04237288135593331
"('0', '900')",0.06862745098039302
"('0', '902')",0.04807692307692435
"('0', '904')",0.05392156862745079
"('0', '927')",0.053921568627452565
"('0', '931')",0.05238095238095397
"('0', '937')",0.03431372549019707
"('0', '949')",0.05769230769230893
"('0', '964')",0.053921568627449346
"('0', '969')",0.05867498514557101
"('0', '981')",0.0482456140350872
"('0', '987')",0.07352941176470529
"('7', '17')",0.054054054054054834
"('7', '20')",0.07207207207207456
"('7', '40')",0.0712002324905543
"('7', '65')",0.05405405405405672
"('7', '87')",0.040540540540543235
"('7', '89')",0.07657657657657635
"('7', '94')",0.05855855855856207
"('7', '97')",0.06896551724138111
"('7', '99')",0.040540540540545233
"('7', '114')",0.05405405405405672
"('7', '115')",0.06756756756757198
"('7', '119')",0.04054054054054368
"('7', '120')",0.06756756756757076
"('7', '122')",0.04504504504504414
"('7', '138')",0.05405405405405794
"('7', '156')",0.04954954954955293
"('7', '165')",0.03603603603603989
"('7', '167')",0.0630630630630653
"('7', '189')",0.0855855855855856
"('7', '201')",0.0585585585585614
"('7', '226')",0.030973451327434565
"('7', '238')",0.06306306306306608
"('7', '244')",0.072072072072071
"('7', '259')",0.05855855855856151
"('7', '299')",0.04954954954954993
"('7', '315')",0.03603603603603567
"('7', '317')",0.049549549549552374
"('7', '319')",0.06521739130434967
"('7', '322')",0.04054054054054346
"('7', '336')",0.06306306306306331
"('7', '344')",0.0765765765765809
"('7', '359')",0.06275987525987592
"('7', '360')",0.06306306306306575
"('7', '361')",0.05405405405405794
"('7', '370')",0.04954954954955271
"('7', '373')",0.07207207207207145
"('7', '390')",0.054054054054057166
"('7', '406')",0.08108108108108447
"('7', '410')",0.06306306306306242
"('7', '411')",0.05405405405405739
"('7', '415')",0.022522522522522515
"('7', '419')",0.06756756756756799
"('7', '427')",0.06306306306306309
"('7', '434')",0.05855855855855863
"('7', '445')",0.058558558558561735
"('7', '460')",0.058035714285714635
"('7', '479')",0.049549549549553484
"('7', '481')",0.08108108108108458
"('7', '485')",0.04954954954954993
"('7', '493')",0.07657657657657524
"('7', '503')",0.07264957264957239
"('7', '512')",0.058558558558561846
"('7', '513')",0.03603603603603589
"('7', '520')",0.09009009009009039
"('7', '542')",0.04843607652596649
"('7', '549')",0.031531531531530876
"('7', '569')",0.08558558558558871
"('7', '574')",0.08695652173913293
"('7', '577')",0.040540540540540015
"('7', '581')",0.05855855855855796
"('7', '583')",0.07522123893805455
"('7', '606')",0.07207207207207555
"('7', '611')",0.04504504504504436
"('7', '629')",0.059322033898305704
"('7', '631')",0.045045045045045584
"('7', '634')",0.04054054054054268
"('7', '635')",0.07207207207207533
"('7', '639')",0.06400000000000161
"('7', '654')",0.04954954954955337
"('7', '658')",0.06756756756756799
"('7', '670')",0.05217391304347996
"('7', '684')",0.054054054054053724
"('7', '694')",0.054054054054056944
"('7', '696')",0.06756756756756965
"('7', '730')",0.056281000101228384
"('7', '748')",0.05855855855855863
"('7', '768')",0.05855855855856151
"('7', '791')",0.049549549549549377
"('7', '793')",0.03603603603603889
"('7', '813')",0.06306306306306264
"('7', '823')",0.07657657657657935
"('7', '826')",0.040540540540544456
"('7', '833')",0.08558558558558593
"('7', '837')",0.06756756756757054
"('7', '838')",0.07083333333333397
"('7', '843')",0.054054054054053835
"('7', '849')",0.08558558558558471
"('7', '850')",0.06756756756757032
"('7', '854')",0.07589285714285787
"('7', '872')",0.06306306306306253
"('7', '878')",0.0585585585585624
"('7', '890')",0.05855855855855896
"('7', '894')",0.05855855855855863
"('7', '897')",0.06756756756756688
"('7', '899')",0.05084745762711862
"('7', '902')",0.05825537075537146
"('7', '905')",0.05925828741362793
"('7', '907')",0.04954954954955215
"('7', '916')",0.07657657657657557
"('7', '920')",0.04504504504504403
"('7', '929')",0.05855855855855907
"('7', '932')",0.08664796872344394
"('7', '940')",0.03603603603603911
"('7', '950')",0.022522522522525845
"('7', '965')",0.05405405405405661
"('7', '973')",0.07207207207207289
"('7', '978')",0.05405405405405339
"('7', '979')",0.0714285714285724
"('7', '980')",0.036036036036038555
"('7', '986')",0.0540540540540575
"('30', '1')",0.06565656565656741
"('30', '13')",0.06666666666666898
"('30', '15')",0.05963302752293642
"('30', '35')",0.05611111111111189
"('30', '37')",0.05288461538461675
"('30', '45')",0.05208333333332882
"('30', '59')",0.07222222222222252
"('30', '65')",0.038762626262628386
"('30', '83')",0.02991452991453103
"('30', '87')",0.051736111111106875
"('30', '98')",0.049019607843138524
"('30', '104')",0.04678362573099404
"('30', '109')",0.060606060606061996
"('30', '122')",0.06435643564356419
"('30', '134')",0.07176403207331195
"('30', '135')",0.0777777777777805
"('30', '142')",0.061111111111112226
"('30', '144')",0.05769230769230893
"('30', '167')",0.038888888888889306
"('30', '183')",0.08128019323671576
"('30', '201')",0.04629629629629706
"('30', '204')",0.06593406593406725
"('30', '226')",0.05309734513274322
"('30', '242')",0.07339449541284482
"('30', '246')",0.05238095238095375
"('30', '265')",0.06310679611650549
"('30', '267')",0.04795321637426808
"('30', '275')",0.056701030927836626
"('30', '277')",0.046874999999995115
"('30', '286')",0.05504587155963425
"('30', '297')",0.0758928571428582
"('30', '299')",0.04807692307692435
"('30', '314')",0.08333333333333448
"('30', '323')",0.05154639175257891
"('30', '337')",0.07596618357488039
"('30', '362')",0.06578947368421162
"('30', '365')",0.05882352941176583
"('30', '366')",0.07476635514018559
"('30', '375')",0.05339805825242827
"('30', '386')",0.039215686274510886
"('30', '408')",0.044382022471911475
"('30', '433')",0.06250000000000111
"('30', '483')",0.040178571428572285
"('30', '511')",0.07000000000000073
"('30', '530')",0.03225806451612989
"('30', '531')",0.04301075268817267
"('30', '558')",0.06250000000000122
"('30', '567')",0.039130434782610246
"('30', '587')",0.0722222222222243
"('30', '599')",0.06481481481481555
"('30', '605')",0.05555555555555425
"('30', '617')",0.05092592592592693
"('30', '632')",0.036997635933808004
"('30', '633')",0.08333333333332893
"('30', '640')",0.05760233918128643
"('30', '642')",0.05729166666666219
"('30', '672')",0.0673076923076934
"('30', '674')",0.025000000000000577
"('30', '685')",0.04455445544554548
"('30', '688')",0.0714285714285724
"('30', '698')",0.05000000000000271
"('30', '703')",0.06796116504854399
"('30', '710')",0.050000000000002154
"('30', '714')",0.057692307692309264
"('30', '717')",0.03899889988998939
"('30', '720')",0.05588235294117794
"('30', '750')",0.04901960784313775
"('30', '752')",0.07291666666666208
"('30', '758')",0.04444444444444606
"('30', '773')",0.06863323500491636
"('30', '775')",0.049504950495050104
"('30', '777')",0.06666666666666754
"('30', '778')",0.07425742574257477
"('30', '781')",0.06666666666666787
"('30', '784')",0.034188034188034844
"('30', '792')",0.05288461538461664
"('30', '803')",0.04672897196261572
"('30', '805')",0.049504950495050326
"('30', '817')",0.043894993894995515
"('30', '828')",0.053850385038504145
"('30', '837')",0.045918367346939215
"('30', '847')",0.0500000000000016
"('30', '901')",0.06074766355140071
"('30', '910')",0.052083333333329485
"('30', '921')",0.05504587155963381
"('30', '930')",0.0758928571428582
"('30', '938')",0.03070175438596423
"('30', '958')",0.04716981132075104
"('30', '991')",0.023148148148148806
"('35', '2')",0.07009345794392541
"('35', '25')",0.044999999999998264
"('35', '34')",0.057142857142856385
"('35', '46')",0.037735849056603654
"('35', '59')",0.024999999999999245
"('35', '67')",0.060747663551402264
"('35', '70')",0.05652173913043379
"('35', '76')",0.06000000000000261
"('35', '108')",0.0349999999999987
