Node1,Node2,Bakry-Émery Curvature
0,1,-147.0
0,2,-84.5
0,3,-83.0
0,4,-136.5
0,5,-178.0
0,6,-138.5
0,7,-137.0
0,8,-156.0
0,9,-137.5
0,10,-120.0
0,11,-120.0
0,12,-102.0
0,17,-104.0
0,22,-100.0
0,31,-77.0
0,33,-81.5
0,40,-90.5
0,42,-76.5
0,65,-81.0
0,83,-90.5
0,88,-79.5
0,89,-88.0
0,103,-94.5
0,111,-85.5
0,117,-81.0
0,147,-80.0
0,150,-79.5
0,157,-73.0
0,163,-77.0
0,181,-85.5
0,195,-75.5
0,203,-76.5
0,212,-75.5
0,214,-78.0
0,220,-73.5
0,223,-73.0
0,258,-82.0
0,265,-74.5
0,302,-82.0
0,303,-76.5
0,304,-75.0
0,339,-75.5
0,358,-77.0
0,362,-74.0
0,365,-74.0
0,381,-77.5
0,445,-75.0
0,447,-76.0
0,452,-77.0
0,456,-79.0
0,497,-75.5
0,512,-74.5
0,521,-76.0
0,522,-77.0
0,529,-78.0
0,548,-76.0
0,571,-77.5
0,653,-74.0
0,768,-73.0
0,784,-73.0
0,790,-74.5
0,836,-76.0
0,845,-73.5
0,858,-75.5
0,888,-74.0
0,896,-73.0
0,925,-74.0
0,930,-75.5
0,990,-74.5
0,1007,-79.0
0,1029,-73.5
0,1084,-74.5
0,1123,-73.5
0,1320,-72.5
0,1332,-72.5
0,1337,-74.0
0,1349,-74.5
0,1350,-74.0
0,1397,-72.5
0,1406,-73.0
0,1426,-72.5
0,1459,-73.0
0,1484,-75.5
0,1498,-74.5
0,1525,-74.0
0,1575,-75.5
0,1705,-72.5
0,1734,-73.0
0,1735,-73.0
0,1753,-73.0
0,1770,-74.0
0,1771,-77.0
0,1984,-72.5
0,2005,-74.5
0,2011,-73.0
0,2026,-76.0
0,2050,-73.0
0,2090,-72.5
0,2373,-74.0
0,2405,-73.0
0,2415,-73.5
0,2454,-73.5
0,2593,-72.5
0,2607,-73.0
0,2752,-72.5
0,2841,-72.5
0,2845,-73.0
0,2886,-72.5
0,2905,-72.5
0,3004,-73.5
0,3007,-73.0
0,3136,-72.5
0,3138,-73.5
0,3214,-73.0
0,3281,-72.5
0,3333,-72.5
0,3344,-72.5
0,3360,-72.5
0,3365,-72.5
0,3373,-73.0
0,3379,-73.5
0,3428,-75.0
0,3620,-73.0
0,3650,-72.5
0,3666,-73.0
0,3728,-72.5
0,3754,-72.5
0,3892,-72.5
0,3955,-72.5
0,3984,-72.5
0,4059,-72.5
0,4153,-72.5
0,4246,-72.5
0,4271,-72.5
0,4414,-73.0
0,4432,-73.0
0,4434,-72.5
0,4443,-72.5
0,4447,-72.5
0,4498,-72.5
0,4548,-72.5
0,4600,-72.5
0,4601,-72.5
0,4603,-72.5
0,4669,-73.0
0,4672,-72.5
0,4749,-72.5
0,4967,-72.5
1,4,-138.5
1,5,-180.0
1,6,-140.5
1,9,-139.5
1,12,-104.0
1,17,-106.0
1,30,-87.5
1,42,-78.5
1,46,-87.5
1,54,-75.5
1,58,-75.0
1,62,-84.5
1,64,-78.5
1,69,-100.0
1,79,-87.0
1,84,-88.0
1,86,-80.5
1,99,-76.5
1,104,-97.5
1,107,-85.5
1,113,-79.5
1,118,-89.5
1,126,-82.0
1,128,-81.5
1,130,-82.0
1,150,-81.5
1,156,-81.0
1,176,-81.0
1,180,-81.0
1,195,-77.5
1,197,-78.5
1,200,-75.0
1,203,-78.5
1,205,-79.0
1,245,-76.0
1,246,-78.0
1,268,-77.0
1,350,-78.5
1,375,-80.0
1,382,-77.5
1,409,-83.5
1,414,-75.0
1,433,-76.0
1,447,-78.0
1,473,-80.5
1,475,-75.0
1,551,-75.0
1,557,-76.0
1,572,-75.5
1,573,-75.0
1,612,-76.5
1,627,-76.0
1,633,-77.0
1,634,-75.5
1,635,-77.0
1,640,-77.0
1,663,-77.5
1,769,-75.5
1,779,-75.0
1,794,-79.0
1,802,-77.5
1,804,-79.5
1,834,-77.0
1,849,-75.5
1,910,-75.5
1,918,-75.5
1,921,-76.0
1,971,-75.0
1,998,-79.5
1,1006,-76.5
1,1017,-77.5
1,1042,-75.5
1,1090,-75.5
1,1093,-75.5
1,1106,-74.5
1,1120,-76.0
1,1133,-75.0
1,1188,-75.0
1,1205,-75.0
1,1313,-77.5
1,1387,-75.0
1,1389,-76.5
1,1425,-75.5
1,1447,-74.5
1,1476,-75.5
1,1479,-75.0
1,1505,-76.0
1,1513,-76.0
1,1516,-75.5
1,1537,-76.5
1,1540,-76.0
1,1582,-77.0
1,1590,-77.0
1,1637,-75.5
1,1707,-76.5
1,1728,-74.5
1,1758,-75.5
1,1787,-75.5
1,1788,-75.5
1,1804,-74.5
1,1838,-77.0
1,1950,-76.0
1,1973,-74.5
1,2067,-76.0
1,2089,-74.5
1,2118,-76.0
1,2140,-75.0
1,2173,-74.5
1,2212,-74.5
1,2471,-76.0
1,2495,-75.5
1,2521,-75.5
1,2534,-75.5
1,2537,-76.5
1,2569,-75.5
1,2611,-74.5
1,2630,-75.0
1,2645,-74.5
1,2730,-75.0
1,2759,-76.5
1,2773,-75.0
1,2778,-75.0
1,2808,-75.0
1,2938,-75.0
1,2975,-74.5
1,3036,-75.0
1,3070,-75.0
1,3151,-74.5
