Node1,Node2,Ollivier-Ricci Curvature
0,7,0.0
0,30,0.0
0,35,0.0
0,42,0.0
0,47,0.0
0,64,0.0
0,115,0.0
0,124,0.0
0,129,0.0
0,145,0.0
0,160,0.0
0,170,0.0
0,204,0.0
0,207,0.0
0,211,0.0
0,218,0.0
0,219,0.0
0,220,0.0
0,221,0.0
0,222,0.0
0,224,0.0
0,229,0.0
0,233,0.0
0,238,0.0
0,245,0.0
0,249,0.0
0,263,0.0
0,273,0.0
0,284,0.0
0,294,0.0
0,305,0.0
0,313,0.0
0,317,0.0
0,329,0.0
0,338,0.0
0,346,0.0
0,350,0.0
0,363,0.0
0,380,0.0
0,381,0.0
0,388,0.0
0,395,0.0
0,416,0.0
0,419,0.0
0,438,0.0
0,440,0.0
0,446,0.0
0,452,0.0
0,474,0.0
0,498,0.0
0,500,0.0
0,503,0.0
0,506,0.0
0,528,0.0
0,544,0.0
0,556,0.0
0,575,0.0
0,604,0.0
0,608,0.0
0,622,0.0
0,623,0.0
0,651,0.0
0,658,0.0
0,678,0.0
0,686,0.0
0,687,0.0
0,691,0.0
0,727,0.0
0,730,0.0
0,743,0.0
0,748,0.0
0,752,0.0
0,754,0.0
0,757,0.0
0,762,0.0
0,767,0.0
0,769,0.0
0,790,0.0
0,795,0.0
0,800,0.0
0,801,0.0
0,822,0.0
0,832,0.0
0,837,0.0
0,839,0.0
0,858,0.0
0,861,0.0
0,864,0.0
0,874,0.0
0,883,0.0
0,899,0.0
0,900,0.0
0,902,0.0
0,904,0.0
0,927,0.0
0,931,0.0
0,937,0.0
0,949,0.0
0,964,0.0
0,969,0.0
0,981,0.0
0,987,0.0
7,17,0.0
7,20,0.0
7,40,0.0
7,65,0.0
7,87,0.0
7,89,0.0
7,94,0.0
7,97,0.0
7,99,0.0
7,114,0.0
7,115,0.0
7,119,0.0
7,120,0.0
7,122,0.0
7,138,0.0
7,156,0.0
7,165,0.0
7,167,0.0
7,189,0.0
7,201,0.0
7,226,0.0
7,238,0.0
7,244,0.0
7,259,0.0
7,299,0.0
7,315,0.0
7,317,0.0
7,319,0.0
7,322,0.0
7,336,0.0
7,344,0.0
7,359,0.0
7,360,0.0
7,361,0.0
7,370,0.0
7,373,0.0
7,390,0.0
7,406,0.0
7,410,0.0
7,411,0.0
7,415,0.0
7,419,0.0
7,427,0.0
7,434,0.0
7,445,0.0
7,460,0.0
7,479,0.0
7,481,0.0
7,485,0.0
7,493,0.0
7,503,0.0
7,512,0.0
7,513,0.0
7,520,0.0
7,542,0.0
7,549,0.0
7,569,0.0
7,574,0.0
7,577,0.0
7,581,0.0
7,583,0.0
7,606,0.0
7,611,0.0
7,629,0.0
7,631,0.0
7,634,0.0
7,635,0.0
7,639,0.0
7,654,0.0
7,658,0.0
7,670,0.0
7,684,0.0
7,694,0.0
7,696,0.0
7,730,0.0
7,748,0.0
7,768,0.0
7,791,0.0
7,793,0.0
7,813,0.0
7,823,0.0
7,826,0.0
7,833,0.0
7,837,0.0
7,838,0.0
7,843,0.0
7,849,0.0
7,850,0.0
7,854,0.0
7,872,0.0
7,878,0.0
7,890,0.0
7,894,0.0
7,897,0.0
7,899,0.0
7,902,0.0
7,905,0.0
7,907,0.0
7,916,0.0
7,920,0.0
7,929,0.0
7,932,0.0
7,940,0.0
7,950,0.0
7,965,0.0
7,973,0.0
7,978,0.0
7,979,0.0
7,980,0.0
7,986,0.0
30,1,0.0
30,13,0.0
30,15,0.0
30,35,0.0
30,37,0.0
30,45,0.0
30,59,0.0
30,65,0.0
30,83,0.0
30,87,0.0
30,98,0.0
30,104,0.0
30,109,0.0
30,122,0.0
30,134,0.0
30,135,0.0
30,142,0.0
30,144,0.0
30,167,0.0
30,183,0.0
30,201,0.0
30,204,0.0
30,226,0.0
30,242,0.0
30,246,0.0
30,265,0.0
30,267,0.0
30,275,0.0
30,277,0.0
30,286,0.0
30,297,0.0
30,299,0.0
30,314,0.0
30,323,0.0
30,337,0.0
30,362,0.0
30,365,0.0
30,366,0.0
30,375,0.0
30,386,0.0
30,408,0.0
30,433,0.0
30,483,0.0
30,511,0.0
30,530,0.0
30,531,0.0
30,558,0.0
30,567,0.0
30,587,0.0
30,599,0.0
30,605,0.0
30,617,0.0
30,632,0.0
30,633,0.0
30,640,0.0
30,642,0.0
30,672,0.0
30,674,0.0
30,685,0.0
30,688,0.0
30,698,0.0
30,703,0.0
30,710,0.0
30,714,0.0
30,717,0.0
30,720,0.0
