Node1,Node2,Forman-Ricci Curvature
0,1,-232
0,2,-179
0,4,-179
0,6,-173
0,40,-128
0,47,-113
0,55,-106
0,57,-132
0,66,-112
0,74,-110
0,82,-106
0,88,-132
0,147,-111
0,148,-106
0,151,-137
0,159,-114
0,180,-114
0,250,-112
0,277,-108
0,303,-105
0,341,-107
0,367,-106
0,376,-107
0,385,-105
0,405,-107
0,417,-115
0,455,-108
0,479,-103
0,513,-105
0,521,-109
0,610,-113
0,633,-105
0,637,-106
0,647,-106
0,678,-104
0,765,-104
0,809,-103
0,868,-104
0,901,-109
0,945,-104
0,993,-105
0,1002,-105
0,1022,-106
0,1124,-105
0,1164,-103
0,1180,-104
0,1209,-103
0,1228,-107
0,1236,-104
0,1361,-104
0,1391,-103
0,1395,-104
0,1411,-105
0,1482,-107
0,1644,-105
0,1695,-103
0,1879,-103
0,2059,-103
0,2089,-108
0,2097,-103
0,2111,-103
0,2138,-104
0,2155,-106
0,2158,-103
0,2230,-105
0,2238,-104
0,2320,-104
0,2419,-105
0,2421,-104
0,2587,-103
0,2614,-103
0,2617,-104
0,2723,-103
0,2750,-104
0,2824,-105
0,3191,-103
0,3240,-104
0,3299,-103
0,3326,-106
0,3385,-103
0,3417,-103
0,3425,-106
0,3462,-103
0,3611,-104
0,3620,-103
0,3622,-104
0,3715,-104
0,3751,-105
0,3755,-103
0,3771,-103
0,3841,-103
0,3978,-103
0,3992,-104
0,4034,-103
0,4150,-103
0,4163,-103
0,4174,-103
0,4233,-103
0,4490,-104
0,4527,-103
0,4548,-103
0,4582,-103
0,4838,-103
0,4885,-103
0,4903,-103
1,3,-175
1,5,-169
1,9,-139
1,13,-191
1,16,-155
1,18,-136
1,27,-138
1,34,-148
1,40,-154
1,41,-132
1,42,-182
1,55,-132
1,61,-170
1,64,-145
1,75,-139
1,84,-141
1,102,-130
1,109,-133
1,114,-146
1,128,-143
1,131,-136
1,186,-141
1,208,-131
1,214,-146
1,218,-141
1,232,-154
1,281,-136
1,315,-132
1,341,-133
1,343,-135
1,377,-129
1,412,-132
1,419,-135
1,424,-133
1,427,-135
1,451,-138
1,463,-131
1,485,-131
1,487,-138
1,540,-129
1,626,-134
1,670,-135
1,678,-130
1,724,-133
1,763,-129
1,904,-130
1,912,-130
1,919,-129
1,934,-129
1,943,-131
1,954,-130
1,971,-130
1,1001,-132
1,1017,-136
1,1082,-133
1,1105,-134
1,1146,-129
1,1264,-133
1,1303,-131
1,1306,-132
1,1431,-130
