Node1,Node2,Forman-Ricci Curvature
0,1,-296
0,2,-171
0,3,-168
0,4,-275
0,5,-358
0,6,-279
0,7,-276
0,8,-314
0,9,-277
0,10,-242
0,11,-242
0,12,-206
0,17,-210
0,22,-202
0,31,-156
0,33,-165
0,40,-183
0,42,-155
0,65,-164
0,83,-183
0,88,-161
0,89,-178
0,103,-191
0,111,-173
0,117,-164
0,147,-162
0,150,-161
0,157,-148
0,163,-156
0,181,-173
0,195,-153
0,203,-155
0,212,-153
0,214,-158
0,220,-149
0,223,-148
0,258,-166
0,265,-151
0,302,-166
0,303,-155
0,304,-152
0,339,-153
0,358,-156
0,362,-150
0,365,-150
0,381,-157
0,445,-152
0,447,-154
0,452,-156
0,456,-160
0,497,-153
0,512,-151
0,521,-154
0,522,-156
0,529,-158
0,548,-154
0,571,-157
0,653,-150
0,768,-148
0,784,-148
0,790,-151
0,836,-154
0,845,-149
0,858,-153
0,888,-150
0,896,-148
0,925,-150
0,930,-153
0,990,-151
0,1007,-160
0,1029,-149
0,1084,-151
0,1123,-149
0,1320,-147
0,1332,-147
0,1337,-150
0,1349,-151
0,1350,-150
0,1397,-147
0,1406,-148
0,1426,-147
0,1459,-148
0,1484,-153
0,1498,-151
0,1525,-150
0,1575,-153
0,1705,-147
0,1734,-148
0,1735,-148
0,1753,-148
0,1770,-150
0,1771,-156
0,1984,-147
0,2005,-151
0,2011,-148
0,2026,-154
0,2050,-148
0,2090,-147
0,2373,-150
0,2405,-148
0,2415,-149
0,2454,-149
0,2593,-147
0,2607,-148
0,2752,-147
0,2841,-147
0,2845,-148
0,2886,-147
0,2905,-147
0,3004,-149
0,3007,-148
0,3136,-147
0,3138,-149
0,3214,-148
0,3281,-147
0,3333,-147
0,3344,-147
0,3360,-147
0,3365,-147
0,3373,-148
0,3379,-149
0,3428,-152
0,3620,-148
0,3650,-147
0,3666,-148
0,3728,-147
0,3754,-147
0,3892,-147
0,3955,-147
0,3984,-147
0,4059,-147
0,4153,-147
0,4246,-147
0,4271,-147
0,4414,-148
0,4432,-148
0,4434,-147
0,4443,-147
0,4447,-147
0,4498,-147
0,4548,-147
0,4600,-147
0,4601,-147
0,4603,-147
0,4669,-148
0,4672,-147
0,4749,-147
0,4967,-147
1,4,-279
1,5,-362
1,6,-283
1,9,-281
1,12,-210
1,17,-214
1,30,-177
1,42,-159
1,46,-177
1,54,-153
1,58,-152
1,62,-171
1,64,-159
1,69,-202
1,79,-176
1,84,-178
1,86,-163
1,99,-155
1,104,-197
1,107,-173
1,113,-161
1,118,-181
1,126,-166
1,128,-165
1,130,-166
1,150,-165
1,156,-164
1,176,-164
1,180,-164
1,195,-157
1,197,-159
1,200,-152
1,203,-159
1,205,-160
1,245,-154
1,246,-158
1,268,-156
1,350,-159
1,375,-162
1,382,-157
1,409,-169
1,414,-152
1,433,-154
1,447,-158
1,473,-163
1,475,-152
1,551,-152
1,557,-154
1,572,-153
1,573,-152
1,612,-155
1,627,-154
1,633,-156
1,634,-153
1,635,-156
1,640,-156
1,663,-157
1,769,-153
1,779,-152
1,794,-160
1,802,-157
1,804,-161
1,834,-156
1,849,-153
1,910,-153
1,918,-153
1,921,-154
1,971,-152
1,998,-161
1,1006,-155
1,1017,-157
1,1042,-153
1,1090,-153
1,1093,-153
1,1106,-151
1,1120,-154
1,1133,-152
1,1188,-152
1,1205,-152
1,1313,-157
1,1387,-152
1,1389,-155
1,1425,-153
1,1447,-151
1,1476,-153
1,1479,-152
1,1505,-154
1,1513,-154
1,1516,-153
1,1537,-155
1,1540,-154
1,1582,-156
1,1590,-156
1,1637,-153
1,1707,-155
1,1728,-151
1,1758,-153
1,1787,-153
1,1788,-153
1,1804,-151
1,1838,-156
1,1950,-154
1,1973,-151
1,2067,-154
1,2089,-151
1,2118,-154
1,2140,-152
1,2173,-151
1,2212,-151
1,2471,-154
1,2495,-153
1,2521,-153
1,2534,-153
1,2537,-155
1,2569,-153
1,2611,-151
1,2630,-152
1,2645,-151
1,2730,-152
1,2759,-155
1,2773,-152
1,2778,-152
1,2808,-152
1,2938,-152
1,2975,-151
1,3036,-152
1,3070,-152
1,3151,-151
1,3305,-154
1,3427,-151
1,3505,-152
1,3536,-151
1,3708,-151
1,3730,-152
1,3740,-151
1,3781,-151
1,3784,-151
1,3826,-151
1,3907,-151
1,3976,-151
1,4127,-151
1,4155,-151
1,4237,-151
1,4274,-152
1,4339,-152
1,4429,-151
1,4559,-151
1,4839,-152
1,4878,-151
1,4976,-151
1,4999,-151
2,8,-193
2,11,-121
2,59,-57
2,102,-31
2,207,-30
2,244,-34
2,429,-29
2,720,-28
2,732,-32
2,758,-28
2,1006,-30
2,1264,-29
2,1886,-28
2,1896,-28
2,1908,-28
2,1922,-26
2,1987,-27
2,2001,-26
2,2202,-26
2,2679,-28
2,2791,-26
2,2902,-28
2,4042,-26
2,4425,-27
2,4549,-26
2,4880,-26
3,4,-151
3,5,-234
3,147,-38
3,216,-33
3,470,-30
3,934,-24
3,1110,-25
3,1130,-26
3,1148,-24
3,1152,-23
3,1244,-25
3,1679,-24
3,1909,-26
3,1956,-24
3,2187,-25
3,2697,-24
3,2866,-25
3,2950,-24
3,3006,-23
3,3493,-23
3,4177,-23
3,4402,-23
3,4987,-23
4,7,-259
4,13,-194
4,14,-186
4,19,-150
4,20,-162
4,22,-185
4,27,-174
4,36,-187
4,40,-166
4,44,-175
4,51,-137
4,66,-146
4,81,-153
4,82,-135
4,98,-147
4,106,-139
4,110,-158
4,152,-143
4,168,-133
4,186,-138
4,191,-143
4,215,-133
4,232,-148
4,251,-134
4,271,-140
4,278,-133
4,283,-130
4,297,-132
4,307,-133
4,309,-136
4,332,-134
4,351,-138
4,358,-139
4,425,-141
4,428,-131
4,453,-143
4,487,-138
4,493,-136
4,495,-131
4,496,-147
4,510,-134
4,531,-140
4,544,-147
4,585,-142
4,588,-134
4,595,-133
4,604,-143
4,613,-132
4,617,-133
4,630,-130
4,649,-138
4,660,-144
4,760,-135
4,803,-134
4,809,-133
4,814,-136
4,846,-132
4,859,-136
4,895,-131
4,919,-131
4,955,-132
4,1034,-131
4,1048,-133
4,1058,-135
4,1061,-130
4,1086,-135
4,1115,-133
4,1117,-131
4,1125,-131
4,1237,-138
4,1288,-132
4,1296,-134
4,1309,-130
4,1380,-130
4,1399,-131
4,1451,-133
4,1471,-130
4,1568,-131
4,1584,-132
4,1674,-131
4,1693,-132
4,1755,-130
4,1758,-132
4,1778,-131
4,1860,-130
4,2084,-131
4,2210,-133
4,2212,-130
4,2247,-130
4,2269,-130
4,2315,-132
4,2317,-132
4,2350,-131
4,2353,-131
4,2434,-130
4,2490,-131
4,2492,-130
4,2500,-131
4,2554,-131
4,2599,-132
4,2641,-132
4,2644,-130
4,2826,-130
4,3091,-130
4,3105,-130
4,3142,-131
4,3214,-131
4,3284,-130
4,3334,-132
4,3489,-130
4,3572,-130
4,3600,-130
4,3879,-131
4,3891,-131
4,3924,-130
4,3947,-130
4,4087,-130
4,4097,-131
4,4123,-130
4,4130,-130
4,4256,-130
4,4367,-130
4,4474,-130
4,4608,-130
4,4906,-130
4,4909,-130
4,4930,-130
4,4992,-130
5,6,-345
5,7,-342
5,9,-343
5,10,-308
5,16,-309
5,17,-276
5,18,-328
5,28,-223
5,30,-239
5,35,-255
5,39,-279
5,40,-249
5,41,-250
5,42,-221
5,43,-235
5,44,-258
5,52,-266
5,53,-228
5,55,-238
5,61,-215
5,62,-233
5,73,-239
5,75,-219
5,91,-226
5,95,-271
5,107,-235
5,111,-239
5,113,-223
5,115,-234
5,116,-249
5,123,-216
5,129,-230
5,130,-228
5,133,-227
5,167,-217
5,181,-239
5,185,-226
5,186,-221
5,205,-222
5,210,-236
5,234,-224
5,235,-244
5,239,-226
5,253,-221
5,275,-218
5,287,-218
5,291,-217
5,297,-215
5,328,-218
5,333,-218
5,337,-219
5,347,-215
5,350,-221
5,356,-219
5,360,-216
5,408,-217
5,450,-222
5,463,-213
5,468,-217
5,476,-220
5,479,-221
5,482,-219
5,500,-214
5,502,-231
5,508,-217
5,509,-220
5,560,-223
5,568,-227
5,598,-214
5,616,-213
5,679,-226
5,689,-221
5,745,-215
5,756,-216
5,765,-217
5,782,-215
5,795,-226
5,803,-217
5,812,-216
5,824,-214
5,828,-221
5,864,-217
5,890,-216
5,903,-217
5,906,-224
5,917,-215
5,920,-222
5,932,-217
5,946,-217
5,950,-219
5,958,-213
5,959,-215
5,1011,-217
5,1028,-216
5,1042,-215
5,1096,-215
5,1130,-216
5,1132,-217
5,1140,-213
5,1151,-214
5,1189,-213
5,1192,-218
5,1193,-217
5,1245,-218
5,1257,-214
5,1290,-214
5,1293,-216
5,1315,-218
5,1319,-215
5,1330,-213
5,1332,-213
5,1346,-218
5,1446,-216
5,1508,-218
5,1525,-216
5,1564,-214
5,1580,-215
5,1599,-214
5,1607,-215
5,1614,-217
5,1618,-216
5,1668,-222
5,1748,-218
5,1749,-219
5,1792,-218
5,1841,-217
5,1891,-215
5,1897,-217
5,1936,-214
5,1942,-214
5,1998,-215
5,2016,-214
5,2022,-213
5,2071,-213
5,2132,-214
5,2144,-216
5,2147,-215
5,2154,-219
5,2180,-216
5,2291,-214
5,2336,-215
5,2344,-215
5,2348,-214
5,2376,-216
5,2382,-214
5,2401,-213
5,2441,-213
5,2466,-214
5,2499,-213
5,2524,-216
5,2529,-214
5,2613,-215
5,2651,-213
5,2682,-213
5,2717,-213
5,2731,-214
5,2745,-213
5,2762,-213
5,2770,-215
5,2798,-213
5,2803,-213
5,2853,-213
5,2861,-214
5,2872,-214
5,2929,-214
5,2992,-214
5,3022,-214
5,3037,-217
5,3074,-215
5,3153,-215
5,3190,-214
5,3192,-213
5,3225,-213
5,3291,-213
5,3310,-213
5,3500,-214
5,3506,-214
5,3560,-213
5,3585,-213
5,3635,-215
5,3665,-214
5,3779,-214
5,3862,-213
5,3889,-215
5,3898,-213
5,3948,-213
5,4008,-214
5,4106,-213
5,4169,-214
5,4284,-213
5,4316,-213
5,4331,-213
5,4349,-213
5,4351,-213
5,4358,-214
5,4473,-213
5,4511,-213
5,4538,-214
5,4552,-213
5,4594,-214
5,4630,-213
5,4680,-213
5,4696,-213
5,4745,-213
5,4765,-213
5,4770,-213
5,4805,-213
5,4850,-213
5,4865,-213
5,4918,-213
5,4919,-213
6,8,-301
6,13,-198
6,16,-230
6,24,-149
6,28,-144
6,56,-147
6,60,-166
6,72,-152
6,92,-166
6,119,-147
6,127,-157
6,136,-163
6,160,-145
6,168,-137
6,169,-150
6,171,-152
6,175,-160
6,184,-136
6,197,-142
6,216,-144
6,217,-163
6,225,-142
6,245,-137
6,282,-146
6,295,-148
6,301,-146
6,323,-140
6,342,-140
6,366,-137
6,393,-142
6,407,-142
6,428,-135
6,451,-136
6,455,-140
6,488,-135
6,508,-138
6,532,-135
6,543,-134
6,553,-137
6,587,-139
6,603,-142
6,642,-139
6,654,-145
6,655,-140
6,668,-144
6,691,-138
6,720,-136
6,742,-142
6,766,-142
6,784,-135
6,786,-139
6,829,-143
6,862,-139
6,887,-140
6,938,-136
6,950,-140
6,962,-139
6,1017,-140
6,1019,-138
6,1068,-140
6,1084,-138
6,1085,-139
6,1099,-137
6,1162,-139
6,1163,-141
6,1176,-134
6,1238,-134
6,1243,-139
6,1257,-135
6,1263,-136
6,1281,-136
6,1362,-135
6,1375,-138
6,1420,-135
6,1450,-138
6,1459,-135
6,1496,-137
6,1555,-137
6,1603,-140
6,1622,-136
6,1625,-138
6,1627,-136
6,1838,-139
6,1847,-135
6,1848,-134
6,1867,-135
6,1927,-135
6,1970,-134
6,1979,-135
6,2054,-136
6,2135,-138
6,2193,-138
6,2302,-134
6,2324,-134
6,2345,-134
6,2364,-137
6,2453,-138
6,2496,-134
6,2516,-135
6,2544,-134
6,2650,-137
6,2775,-135
6,2796,-134
6,2832,-134
6,2848,-134
6,3029,-135
6,3268,-135
6,3377,-135
6,3457,-135
6,3478,-135
6,3580,-134
6,3695,-134
6,3704,-134
6,3764,-135
6,3765,-134
6,3778,-135
6,3970,-134
6,4212,-135
6,4268,-134
6,4283,-134
6,4289,-134
6,4394,-134
6,4397,-134
6,4414,-135
6,4491,-134
6,4571,-134
6,4605,-134
6,4796,-134
6,4815,-135
6,4829,-135
6,4941,-134
6,4957,-134
7,12,-190
7,19,-151
7,31,-140
7,37,-143
7,44,-176
7,51,-138
7,53,-146
7,57,-163
7,65,-148
7,70,-178
7,72,-149
7,80,-147
7,85,-161
7,107,-153
7,109,-149
7,121,-146
7,125,-136
7,162,-144
7,169,-147
7,174,-154
7,184,-133
7,205,-140
7,212,-137
7,228,-139
7,231,-138
7,264,-142
7,277,-152
7,282,-143
7,288,-136
7,292,-150
7,329,-139
7,342,-137
7,354,-146
7,414,-132
7,432,-137
7,463,-131
7,507,-134
7,563,-137
7,569,-146
7,590,-134
7,591,-140
7,598,-132
7,614,-139
7,618,-144
7,627,-134
7,659,-136
7,663,-137
7,671,-134
7,687,-134
7,696,-137
7,730,-143
7,747,-132
7,813,-133
7,850,-132
7,856,-132
7,927,-137
7,990,-135
7,1004,-137
7,1024,-133
7,1154,-133
7,1246,-133
7,1249,-136
7,1278,-131
7,1379,-136
7,1443,-133
7,1473,-132
7,1498,-135
7,1579,-133
7,1648,-135
7,1654,-134
7,1675,-131
7,1773,-133
7,1816,-132
7,1830,-135
7,1835,-139
7,1836,-131
7,1857,-132
7,1863,-131
7,1923,-134
7,1968,-134
7,2008,-134
7,2019,-133
7,2031,-135
7,2065,-134
7,2153,-132
7,2258,-135
7,2333,-132
7,2366,-134
7,2441,-131
7,2468,-132
7,2531,-131
7,2607,-132
7,2648,-133
7,2683,-131
7,2690,-132
7,2926,-134
7,3043,-131
7,3083,-132
7,3090,-131
7,3176,-131
7,3215,-131
7,3227,-131
7,3240,-133
7,3361,-132
7,3484,-133
7,3547,-131
7,3562,-131
7,3568,-131
7,3575,-132
7,3595,-131
7,3606,-131
7,3624,-131
7,3626,-132
7,3628,-133
7,3646,-132
7,3741,-131
7,3782,-131
7,3797,-133
7,3798,-132
7,3900,-132
7,4107,-131
7,4130,-131
7,4143,-131
7,4624,-131
7,4633,-131
7,4636,-131
7,4739,-131
7,4762,-131
7,4935,-131
8,10,-264
8,15,-198
8,20,-201
8,21,-249
8,23,-218
8,24,-184
8,26,-239
8,38,-224
8,41,-206
8,49,-173
8,64,-177
8,72,-187
8,75,-175
8,78,-189
8,117,-186
8,128,-183
8,134,-173
8,136,-198
8,137,-184
8,166,-188
8,170,-181
8,179,-172
8,209,-176
8,225,-177
8,232,-187
8,243,-190
8,261,-187
8,273,-172
8,288,-174
8,306,-193
8,321,-171
8,329,-177
8,348,-180
8,356,-175
8,367,-178
8,415,-196
8,432,-175
8,452,-178
8,467,-190
8,476,-176
8,487,-177
8,507,-172
8,514,-180
8,533,-173
8,542,-176
8,543,-169
8,610,-172
8,617,-172
8,627,-172
8,637,-177
8,689,-177
8,691,-173
8,711,-173
8,773,-172
8,784,-170
8,797,-171
8,801,-170
8,880,-170
8,884,-170
8,902,-170
8,918,-171
8,925,-172
8,966,-170
8,980,-171
8,1029,-171
8,1057,-174
8,1062,-174
8,1069,-171
8,1097,-172
8,1211,-171
8,1225,-175
8,1241,-170
8,1279,-171
8,1301,-171
8,1336,-169
8,1343,-174
8,1364,-171
8,1371,-170
