Node1,Node2,Ollivier-Ricci Curvature
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,13,0.0
0,14,0.0
0,16,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,21,0.0
0,24,0.0
0,25,0.0
0,27,0.0
0,28,0.0
0,32,0.0
0,33,0.0
0,37,0.0
0,39,0.0
0,41,0.0
0,43,0.0
0,49,0.0
0,50,0.0
0,59,0.0
0,60,0.0
0,62,0.0
0,65,0.0
0,74,0.0
0,75,0.0
0,76,0.0
0,80,0.0
0,81,0.0
0,82,0.0
0,90,0.0
0,91,0.0
0,93,0.0
0,98,0.0
0,106,0.0
0,116,0.0
0,131,0.0
0,140,0.0
0,141,0.0
0,157,0.0
0,158,0.0
0,160,0.0
0,162,0.0
0,163,0.0
0,164,0.0
0,173,0.0
0,176,0.0
0,180,0.0
0,197,0.0
0,219,0.0
0,220,0.0
0,222,0.0
0,226,0.0
0,236,0.0
0,237,0.0
0,241,0.0
0,252,0.0
0,260,0.0
0,270,0.0
0,284,0.0
0,292,0.0
0,302,0.0
0,306,0.0
0,309,0.0
0,313,0.0
0,318,0.0
0,325,0.0
0,335,0.0
0,336,0.0
0,337,0.0
0,338,0.0
0,348,0.0
0,360,0.0
0,363,0.0
0,371,0.0
0,372,0.0
0,379,0.0
0,392,0.0
0,404,0.0
0,410,0.0
0,412,0.0
0,419,0.0
0,420,0.0
0,433,0.0
0,435,0.0
0,439,0.0
0,443,0.0
0,457,0.0
0,459,0.0
0,470,0.0
0,471,0.0
0,477,0.0
0,485,0.0
0,487,0.0
0,489,0.0
0,490,0.0
0,516,0.0
0,520,0.0
0,525,0.0
0,542,0.0
0,545,0.0
0,562,0.0
0,570,0.0
0,574,0.0
0,576,0.0
0,581,0.0
0,586,0.0
0,589,0.0
0,599,0.0
0,618,0.0
0,625,0.0
0,631,0.0
0,650,0.0
0,677,0.0
0,678,0.0
0,683,0.0
0,694,0.0
0,695,0.0
0,702,0.0
0,706,0.0
0,761,0.0
0,767,0.0
0,786,0.0
0,800,0.0
0,838,0.0
0,847,0.0
0,861,0.0
0,864,0.0
0,866,0.0
0,879,0.0
0,893,0.0
0,942,0.0
0,966,0.0
0,1000,0.0
0,1034,0.0
0,1040,0.0
0,1054,0.0
0,1063,0.0
0,1065,0.0
0,1087,0.0
0,1089,0.0
0,1099,0.0
0,1187,0.0
0,1201,0.0
0,1205,0.0
0,1210,0.0
0,1211,0.0
0,1228,0.0
0,1233,0.0
0,1255,0.0
0,1312,0.0
0,1341,0.0
0,1359,0.0
0,1373,0.0
0,1413,0.0
0,1449,0.0
0,1451,0.0
0,1455,0.0
0,1507,0.0
0,1567,0.0
0,1575,0.0
0,1582,0.0
0,1644,0.0
0,1664,0.0
0,1668,0.0
0,1704,0.0
0,1712,0.0
0,1718,0.0
0,1741,0.0
0,1742,0.0
0,1746,0.0
0,1754,0.0
0,1777,0.0
0,1781,0.0
0,1783,0.0
0,1825,0.0
0,1868,0.0
0,1895,0.0
0,1902,0.0
0,1935,0.0
0,1948,0.0
0,1961,0.0
0,1984,0.0
0,1997,0.0
0,2001,0.0
0,2025,0.0
0,2035,0.0
0,2109,0.0
0,2127,0.0
0,2173,0.0
0,2234,0.0
0,2245,0.0
0,2273,0.0
0,2280,0.0
0,2282,0.0
0,2437,0.0
0,2438,0.0
0,2457,0.0
0,2460,0.0
0,2461,0.0
0,2469,0.0
0,2491,0.0
0,2494,0.0
0,2504,0.0
0,2554,0.0
0,2559,0.0
0,2589,0.0
0,2605,0.0
0,2615,0.0
0,2633,0.0
0,2711,0.0
0,2746,0.0
0,2757,0.0
0,2759,0.0
0,2764,0.0
0,2791,0.0
0,2807,0.0
0,2831,0.0
0,2850,0.0
0,2877,0.0
0,2879,0.0
0,2895,0.0
0,2902,0.0
0,2904,0.0
0,3034,0.0
0,3214,0.0
0,3254,0.0
0,3257,0.0
0,3269,0.0
0,3303,0.0
0,3329,0.0
0,3339,0.0
0,3378,0.0
0,3405,0.0
0,3414,0.0
0,3428,0.0
0,3435,0.0
0,3449,0.0
0,3461,0.0
0,3465,0.0
0,3478,0.0
0,3518,0.0
0,3550,0.0
0,3556,0.0
0,3587,0.0
0,3630,0.0
0,3635,0.0
0,3649,0.0
0,3661,0.0
0,3680,0.0
0,3686,0.0
0,3695,0.0
0,3701,0.0
0,3719,0.0
0,3720,0.0
0,3728,0.0
0,3750,0.0
0,3796,0.0
0,3871,0.0
0,3943,0.0
0,3945,0.0
0,3953,0.0
0,4001,0.0
0,4081,0.0
0,4097,0.0
0,4104,0.0
0,4127,0.0
0,4156,0.0
0,4170,0.0
0,4238,0.0
0,4254,0.0
0,4267,0.0
0,4299,0.0
0,4329,0.0
0,4336,0.0
0,4382,0.0
0,4385,0.0
0,4390,0.0
0,4401,0.0
0,4480,0.0
0,4490,0.0
0,4506,0.0
0,4542,0.0
0,4569,0.0
0,4615,0.0
0,4650,0.0
0,4688,0.0
0,4703,0.0
0,4803,0.0
0,4843,0.0
0,4906,0.0
0,4912,0.0
0,4913,0.0
0,4914,0.0
0,4947,0.0
0,4989,0.0
0,4990,0.0
1,4,0.0
1,5,0.0
1,8,0.0
1,22,0.0
1,30,0.0
1,45,0.0
1,56,0.0
1,70,0.0
1,149,0.0
1,158,0.0
1,270,0.0
1,354,0.0
1,355,0.0
1,398,0.0
1,463,0.0
1,465,0.0
1,541,0.0
1,567,0.0
1,573,0.0
1,620,0.0
1,628,0.0
1,637,0.0
1,767,0.0
1,806,0.0
1,841,0.0
1,946,0.0
1,1098,0.0
1,1101,0.0
1,1106,0.0
1,1255,0.0
1,1301,0.0
1,1547,0.0
1,1573,0.0
1,1640,0.0
1,1652,0.0
1,1661,0.0
1,1834,0.0
1,1926,0.0
1,1932,0.0
1,2154,0.0
1,2171,0.0
1,2199,0.0
1,2217,0.0
1,2259,0.0
1,2524,0.0
1,2618,0.0
1,2685,0.0
1,2721,0.0
1,2905,0.0
1,3031,0.0
1,3063,0.0
1,3071,0.0
1,3572,0.0
1,3865,0.0
1,4154,0.0
1,4568,0.0
1,4637,0.0
1,4661,0.0
1,4733,0.0
1,4995,0.0
2,4,0.0
2,6,0.0
2,7,0.0
2,9,0.0
2,10,0.0
2,11,0.0
2,13,0.0
2,15,0.0
2,20,0.0
2,23,0.0
2,25,0.0
2,56,0.0
2,61,0.0
2,65,0.0
2,69,0.0
2,79,0.0
2,97,0.0
2,146,0.0
2,162,0.0
2,175,0.0
2,177,0.0
2,192,0.0
2,199,0.0
2,218,0.0
2,219,0.0
2,224,0.0
2,228,0.0
2,273,0.0
2,323,0.0
2,336,0.0
2,359,0.0
2,387,0.0
2,402,0.0
2,405,0.0
2,426,0.0
2,518,0.0
2,526,0.0
2,545,0.0
2,565,0.0
2,568,0.0
2,684,0.0
2,717,0.0
2,718,0.0
2,732,0.0
2,776,0.0
2,821,0.0
2,855,0.0
2,887,0.0
2,930,0.0
2,989,0.0
2,1024,0.0
2,1075,0.0
2,1155,0.0
2,1180,0.0
2,1221,0.0
2,1257,0.0
2,1371,0.0
2,1389,0.0
2,1438,0.0
2,1555,0.0
2,1603,0.0
2,1635,0.0
2,1640,0.0
2,1786,0.0
2,1839,0.0
2,1940,0.0
2,2059,0.0
2,2109,0.0
2,2124,0.0
2,2196,0.0
2,2241,0.0
2,2330,0.0
2,2420,0.0
2,2421,0.0
2,2447,0.0
2,2581,0.0
2,2760,0.0
2,3119,0.0
2,3168,0.0
2,3169,0.0
2,3220,0.0
2,3236,0.0
2,3344,0.0
2,3398,0.0
2,3620,0.0
2,3656,0.0
2,3712,0.0
2,3715,0.0
2,3876,0.0
2,3984,0.0
2,4024,0.0
2,4220,0.0
2,4369,0.0
2,4503,0.0
2,4572,0.0
2,4582,0.0
2,4732,0.0
2,4813,0.0
2,4908,0.0
2,4916,0.0
3,115,0.0
3,198,0.0
3,1366,0.0
3,1442,0.0
3,2215,0.0
3,2374,0.0
3,2672,0.0
3,4389,0.0
3,4625,0.0
4,5,0.0
4,7,0.0
4,16,0.0
4,23,0.0
4,28,0.0
4,30,0.0
4,41,0.0
4,43,0.0
4,46,0.0
4,49,0.0
4,63,0.0
4,71,0.0
4,84,0.0
4,101,0.0
4,102,0.0
4,104,0.0
4,109,0.0
4,113,0.0
4,165,0.0
4,167,0.0
4,168,0.0
4,187,0.0
4,188,0.0
4,189,0.0
4,190,0.0
4,199,0.0
4,222,0.0
4,244,0.0
4,247,0.0
4,271,0.0
4,287,0.0
4,291,0.0
4,294,0.0
4,311,0.0
4,340,0.0
4,356,0.0
4,360,0.0
4,390,0.0
4,404,0.0
4,411,0.0
4,417,0.0
4,421,0.0
4,425,0.0
4,430,0.0
4,451,0.0
4,458,0.0
4,486,0.0
4,510,0.0
4,544,0.0
4,623,0.0
4,637,0.0
4,654,0.0
4,671,0.0
4,758,0.0
4,778,0.0
4,782,0.0
4,798,0.0
4,803,0.0
4,833,0.0
4,874,0.0
4,875,0.0
4,878,0.0
4,903,0.0
4,905,0.0
4,1002,0.0
4,1008,0.0
4,1041,0.0
4,1062,0.0
4,1100,0.0
4,1103,0.0
4,1113,0.0
4,1116,0.0
4,1120,0.0
4,1162,0.0
4,1183,0.0
4,1184,0.0
4,1232,0.0
4,1253,0.0
4,1273,0.0
4,1299,0.0
4,1317,0.0
4,1328,0.0
4,1365,0.0
4,1391,0.0
4,1430,0.0
4,1447,0.0
4,1462,0.0
4,1474,0.0
4,1500,0.0
4,1523,0.0
4,1558,0.0
4,1653,0.0
4,1684,0.0
4,1693,0.0
4,1708,0.0
4,1734,0.0
4,1743,0.0
4,1750,0.0
4,1772,0.0
4,1891,0.0
4,1900,0.0
4,1910,0.0
4,1955,0.0
4,2048,0.0
4,2114,0.0
4,2145,0.0
4,2161,0.0
4,2180,0.0
4,2191,0.0
4,2196,0.0
4,2202,0.0
4,2304,0.0
4,2318,0.0
4,2333,0.0
4,2346,0.0
4,2379,0.0
4,2384,0.0
4,2410,0.0
4,2421,0.0
4,2541,0.0
4,2557,0.0
4,2688,0.0
4,2707,0.0
4,2768,0.0
4,2776,0.0
4,2780,0.0
4,2837,0.0
4,2881,0.0
4,2906,0.0
4,2916,0.0
4,2956,0.0
4,3051,0.0
4,3058,0.0
4,3099,0.0
4,3281,0.0
4,3309,0.0
4,3408,0.0
4,3435,0.0
4,3447,0.0
4,3461,0.0
4,3464,0.0
4,3503,0.0
4,3532,0.0
4,3541,0.0
