Node1,Node2,Forman-Ricci Curvature
0,1,-457
0,2,-383
0,3,-388
0,4,-642
0,5,-557
0,6,-563
0,7,-455
0,9,-462
0,10,-451
0,13,-363
0,16,-427
0,18,-399
0,22,-482
0,25,-413
0,26,-497
0,28,-376
0,29,-491
0,34,-369
0,38,-370
0,42,-356
0,43,-374
0,48,-423
0,53,-398
0,63,-370
0,65,-361
0,71,-354
0,81,-361
0,87,-382
0,88,-368
0,94,-377
0,99,-345
0,104,-343
0,120,-398
0,127,-377
0,133,-341
0,139,-383
0,141,-332
0,145,-337
0,154,-391
0,156,-345
0,163,-352
0,171,-355
0,174,-352
0,186,-349
0,197,-372
0,198,-347
0,212,-358
0,233,-346
0,234,-335
0,237,-354
0,264,-335
0,286,-337
0,300,-345
0,308,-343
0,329,-371
0,339,-334
0,342,-326
0,344,-352
0,361,-347
0,373,-355
0,398,-330
0,407,-338
0,423,-339
0,425,-341
0,436,-328
0,451,-344
0,462,-328
0,465,-335
0,476,-348
0,492,-332
0,495,-327
0,505,-334
0,509,-337
0,512,-328
0,526,-334
0,528,-339
0,532,-339
0,533,-341
0,542,-335
0,574,-351
0,582,-339
0,584,-343
0,585,-329
0,616,-331
0,629,-336
0,643,-333
0,653,-332
0,661,-328
0,675,-332
0,743,-337
0,804,-330
0,815,-350
0,824,-337
0,826,-326
0,835,-336
0,851,-331
0,868,-329
0,900,-328
0,901,-340
0,902,-329
0,909,-332
0,921,-338
0,927,-326
0,963,-337
0,966,-333
0,972,-332
0,978,-334
0,984,-334
0,1020,-331
0,1021,-326
0,1038,-329
0,1053,-333
0,1075,-325
0,1133,-328
0,1148,-331
0,1153,-329
0,1175,-332
0,1189,-338
0,1194,-330
0,1205,-338
0,1256,-332
0,1269,-327
0,1298,-325
0,1306,-333
0,1327,-326
0,1336,-334
0,1345,-329
0,1369,-327
0,1501,-327
0,1510,-338
0,1556,-333
0,1562,-325
0,1565,-329
0,1623,-327
0,1638,-328
0,1653,-327
0,1677,-328
0,1679,-330
0,1681,-328
0,1717,-329
0,1744,-332
0,1788,-330
0,1801,-326
0,1824,-326
0,1889,-330
0,1894,-325
0,1913,-333
0,1921,-335
0,1992,-326
0,2056,-324
0,2066,-339
0,2112,-328
0,2126,-326
0,2170,-326
0,2238,-329
0,2251,-329
0,2252,-324
0,2274,-337
0,2299,-327
0,2343,-329
0,2347,-330
0,2353,-329
0,2423,-325
0,2443,-324
0,2454,-327
0,2455,-327
0,2473,-325
0,2549,-327
0,2564,-333
0,2609,-331
0,2724,-325
0,2733,-326
0,2737,-328
0,2799,-325
0,2869,-331
0,2880,-327
0,2937,-324
0,2970,-331
0,3009,-325
0,3091,-332
0,3152,-325
0,3165,-329
0,3288,-329
0,3301,-326
0,3347,-326
0,3380,-327
0,3390,-326
0,3451,-324
0,3453,-330
0,3456,-325
0,3461,-326
0,3556,-326
0,3641,-326
0,3702,-327
0,3722,-325
0,3764,-326
0,3766,-325
0,3840,-328
0,3879,-331
0,3919,-330
0,4062,-332
0,4099,-326
0,4141,-330
0,4175,-327
0,4177,-328
0,4196,-327
0,4258,-326
0,4262,-324
0,4286,-328
0,4307,-324
0,4312,-327
0,4418,-325
0,4487,-326
0,4491,-326
0,4493,-325
0,4587,-326
0,4630,-328
0,4631,-328
0,4651,-325
0,4716,-329
0,4761,-328
0,4852,-325
0,4868,-327
0,4902,-325
0,4927,-327
0,5018,-328
0,5045,-324
0,5054,-325
0,5061,-325
0,5118,-324
0,5134,-324
0,5135,-324
0,5208,-325
0,5210,-327
0,5342,-325
0,5364,-325
0,5371,-328
0,5473,-329
0,5539,-328
0,5563,-325
0,5576,-328
0,5578,-326
0,5622,-324
0,5687,-326
0,5723,-324
0,5750,-325
0,5926,-324
0,5934,-326
0,6016,-324
0,6054,-324
0,6058,-325
0,6172,-324
0,6194,-326
0,6346,-324
0,6365,-325
0,6513,-326
0,6540,-325
0,6542,-326
0,6650,-326
0,6709,-325
0,6829,-324
0,6848,-324
0,6880,-324
0,6971,-324
0,6981,-324
0,7139,-324
0,7213,-324
0,7275,-326
0,7316,-324
0,7382,-325
0,7496,-326
0,7512,-324
0,7515,-324
0,7610,-324
0,7665,-324
0,7821,-324
0,7841,-324
0,7905,-324
0,7935,-324
0,7972,-324
0,8052,-324
0,8122,-324
0,8158,-325
0,8272,-324
0,8298,-324
0,8330,-324
0,8336,-324
0,8360,-325
0,8386,-324
0,8415,-325
0,8487,-325
0,8598,-325
0,8661,-324
0,8701,-324
0,8769,-325
0,8816,-325
0,8870,-324
0,8894,-324
0,8902,-324
0,8917,-324
0,8963,-324
0,8982,-324
0,9011,-324
0,9062,-325
0,9116,-324
0,9149,-324
0,9158,-324
0,9221,-325
0,9303,-324
0,9323,-324
0,9385,-324
0,9460,-324
0,9467,-324
0,9471,-324
0,9500,-324
0,9544,-324
0,9657,-324
0,9681,-324
0,9720,-324
0,9726,-324
0,9768,-324
0,9830,-324
0,9841,-324
0,9906,-325
1,5,-370
1,6,-376
1,10,-264
1,13,-176
1,15,-251
1,19,-192
1,21,-256
1,36,-245
1,39,-173
1,46,-172
1,53,-211
1,61,-198
1,64,-250
1,79,-165
1,81,-174
1,88,-181
1,116,-154
1,183,-175
1,184,-158
1,206,-151
1,208,-164
1,236,-162
1,244,-148
1,257,-160
1,266,-166
1,283,-161
1,440,-149
1,454,-150
1,462,-141
1,522,-155
1,541,-166
1,546,-148
1,562,-146
1,564,-154
1,576,-164
1,630,-153
1,708,-146
1,800,-143
1,857,-142
1,917,-150
1,919,-148
1,1096,-145
1,1106,-146
1,1199,-144
1,1233,-154
1,1244,-146
1,1255,-147
1,1360,-144
1,1399,-141
1,1421,-141
1,1422,-142
1,1427,-143
1,1428,-139
1,1435,-140
1,1450,-138
1,1574,-143
1,1607,-143
1,1623,-140
1,1631,-147
1,1706,-151
1,1714,-144
1,1924,-138
1,1948,-142
1,2057,-144
1,2098,-144
1,2222,-138
1,2268,-139
1,2478,-139
1,2571,-141
1,2677,-138
1,2685,-138
1,2790,-141
1,2857,-141
1,2931,-140
1,2967,-141
1,3033,-141
1,3077,-139
1,3107,-139
1,3191,-139
1,3422,-138
1,3524,-138
1,3577,-138
1,3587,-139
1,3602,-137
1,3795,-143
1,3932,-143
1,3955,-139
1,4155,-137
1,4270,-141
1,4505,-137
1,4747,-137
1,4754,-141
1,4858,-138
1,4941,-139
1,4951,-138
1,4960,-139
1,4978,-138
1,5141,-138
1,5446,-138
1,5549,-137
1,5594,-143
1,5607,-137
1,5718,-138
1,5804,-140
1,6097,-138
1,6108,-139
1,6260,-141
1,6369,-140
1,6370,-138
1,6687,-137
1,6824,-140
1,6915,-137
1,6965,-140
1,7024,-139
1,7154,-137
1,7356,-137
1,7827,-138
1,7897,-137
1,7940,-137
1,7942,-138
1,7981,-138
1,8206,-137
1,8285,-137
1,8337,-137
1,8663,-137
1,8767,-137
1,8783,-137
1,8868,-137
1,9330,-137
1,9418,-137
1,9500,-137
1,9598,-137
1,9690,-137
1,9698,-137
1,9702,-138
1,9823,-137
2,9,-201
2,27,-99
2,40,-126
2,59,-96
2,66,-136
2,75,-104
2,175,-67
2,192,-94
2,227,-111
2,327,-82
2,338,-73
2,351,-95
2,363,-76
2,417,-76
2,429,-88
2,450,-76
2,453,-72
2,516,-71
2,527,-70
2,534,-73
2,556,-74
2,570,-75
2,596,-74
2,631,-79
2,806,-75
2,834,-78
2,859,-85
2,889,-71
2,1018,-73
2,1041,-76
2,1097,-81
2,1137,-76
2,1192,-77
2,1614,-67
2,1733,-69
2,1752,-69
2,1968,-75
2,2027,-63
2,2290,-68
2,2632,-66
2,2839,-64
2,3243,-65
2,3357,-63
2,3370,-64
2,3677,-69
2,4209,-68
2,4555,-64
2,4675,-66
2,4691,-63
2,5002,-64
2,5169,-66
2,5249,-63
2,5546,-63
2,5759,-63
2,5878,-64
2,5893,-64
2,7561,-63
2,8498,-64
2,9095,-63
2,9186,-63
2,9247,-63
2,9612,-63
3,5,-301
3,16,-171
3,18,-143
3,52,-138
3,67,-153
3,73,-165
3,83,-107
3,114,-107
3,135,-98
3,157,-87
3,165,-96
3,175,-72
3,182,-81
3,260,-76
3,440,-80
3,549,-77
3,600,-83
3,637,-75
3,687,-87
3,847,-86
3,918,-85
3,988,-71
3,1014,-80
3,1071,-68
3,1165,-76
3,1296,-70
3,1320,-73
3,1341,-70
3,1365,-77
3,1443,-75
3,1520,-71
3,1900,-69
3,1909,-69
3,2107,-74
3,2150,-69
3,2199,-72
3,2545,-75
3,3207,-68
3,3281,-69
3,3346,-71
3,3464,-75
3,3512,-68
3,3754,-68
3,3851,-71
3,3916,-72
3,4152,-70
3,4551,-69
3,4906,-73
3,5782,-70
3,6143,-73
3,6316,-69
3,6386,-68
3,6686,-68
3,6904,-68
3,7210,-68
3,7236,-68
3,7269,-68
3,7332,-69
3,7358,-69
3,7610,-68
3,7656,-68
3,7816,-70
3,7925,-68
3,7982,-68
3,8127,-68
3,8442,-68
3,9381,-68
4,5,-555
4,6,-561
4,7,-453
4,8,-576
4,11,-609
4,12,-480
4,14,-381
4,16,-425
4,17,-472
4,22,-480
4,30,-381
4,31,-340
4,32,-398
4,34,-367
4,43,-372
4,51,-362
4,58,-364
4,59,-355
4,72,-390
4,75,-363
4,77,-347
4,80,-350
4,82,-397
4,110,-368
4,113,-350
4,125,-368
4,142,-347
4,158,-345
4,161,-343
4,194,-329
4,206,-336
4,215,-334
4,217,-360
4,221,-331
4,235,-356
4,236,-347
4,238,-331
4,241,-337
4,245,-337
4,256,-351
4,272,-342
4,281,-334
4,301,-345
4,304,-338
4,312,-332
4,326,-333
4,373,-353
4,384,-343
4,393,-340
4,396,-334
4,405,-336
4,409,-337
4,410,-326
4,414,-343
4,438,-331
4,469,-329
4,517,-343
4,527,-329
4,538,-325
4,541,-351
4,573,-349
4,574,-349
4,625,-329
4,629,-334
4,631,-338
4,668,-334
4,676,-334
4,683,-336
4,702,-339
4,718,-338
4,764,-330
4,770,-330
4,812,-334
4,831,-329
4,840,-327
4,848,-333
4,855,-329
4,889,-330
4,938,-327
4,959,-330
4,1010,-326
4,1013,-330
