Node1,Node2,Bakry-Émery Curvature
0,1,-53.0
0,2,-34.5
0,3,-47.0
0,4,-69.5
0,6,-54.5
0,8,-47.5
0,9,-36.0
0,11,-49.0
0,12,-47.0
0,13,-42.0
0,16,-54.5
0,18,-50.0
0,21,-36.0
0,26,-39.0
0,32,-34.0
0,33,-37.5
0,38,-40.0
0,43,-35.0
0,44,-41.0
0,54,-37.5
0,56,-37.0
0,61,-35.0
0,64,-35.5
0,69,-35.5
0,75,-39.5
0,84,-38.0
0,86,-35.0
0,93,-32.5
0,105,-33.5
0,106,-35.5
0,130,-33.5
0,142,-36.0
0,175,-37.0
0,187,-37.0
0,189,-33.0
0,190,-34.0
0,237,-33.0
0,243,-32.5
0,257,-36.0
0,266,-32.0
0,304,-32.5
0,310,-34.5
0,318,-32.5
0,331,-32.5
0,356,-32.0
0,387,-34.0
0,408,-34.0
0,433,-34.0
0,521,-32.5
0,530,-32.0
0,548,-34.0
0,597,-32.0
0,612,-33.0
0,626,-32.0
0,649,-32.0
0,653,-33.0
0,684,-32.0
0,685,-32.5
0,732,-32.5
0,779,-33.0
0,801,-32.5
0,826,-32.0
0,849,-32.0
0,867,-32.0
0,892,-32.0
0,955,-32.0
0,960,-32.0
1,4,-58.5
1,5,-46.5
1,6,-43.5
1,7,-37.0
1,8,-36.5
1,13,-31.0
1,19,-30.5
1,24,-48.0
1,30,-21.5
1,39,-27.0
1,50,-27.0
1,55,-29.5
1,62,-23.0
1,71,-25.0
1,98,-22.5
1,106,-24.5
1,108,-26.5
1,114,-21.5
1,128,-22.5
1,145,-29.5
1,153,-28.0
1,169,-23.0
1,188,-24.5
1,189,-22.0
1,190,-23.0
1,222,-22.5
1,224,-22.5
1,274,-24.5
1,328,-21.5
1,332,-22.5
1,333,-21.0
1,366,-21.0
1,384,-22.0
1,385,-22.5
1,404,-22.0
1,457,-21.5
1,528,-21.0
1,544,-21.5
1,608,-21.5
1,720,-21.0
1,879,-21.0
1,884,-21.5
1,939,-21.5
1,940,-21.5
2,4,-40.0
2,16,-25.0
2,64,-6.0
2,99,-5.0
2,234,-3.5
2,574,-2.5
2,828,-2.5
3,5,-40.5
3,7,-31.0
3,11,-32.0
3,14,-23.5
3,20,-24.0
3,21,-19.0
3,31,-17.0
3,34,-35.5
3,41,-18.5
3,46,-21.0
3,51,-16.5
3,55,-23.5
3,90,-15.5
3,97,-17.5
3,178,-16.5
3,196,-16.5
3,291,-19.5
3,302,-15.5
3,327,-15.0
3,344,-15.0
3,424,-16.0
3,425,-15.0
3,438,-17.5
3,451,-17.0
3,472,-16.0
3,474,-17.5
3,518,-15.0
3,686,-15.0
3,696,-15.0
3,756,-15.5
3,874,-15.0
3,915,-15.0
4,5,-63.0
4,6,-60.0
4,9,-41.5
4,11,-54.5
4,15,-41.5
4,16,-60.0
4,18,-55.5
4,27,-41.0
4,29,-41.5
4,32,-39.5
4,38,-45.5
4,45,-44.0
4,48,-42.0
4,54,-43.0
4,66,-42.5
4,67,-41.5
4,71,-41.5
4,74,-43.0
4,84,-43.5
4,91,-39.5
4,107,-40.0
4,112,-38.5
4,121,-39.0
4,138,-39.0
4,148,-41.5
4,153,-44.5
4,154,-40.0
4,156,-39.5
4,170,-38.5
4,175,-42.5
4,193,-40.0
4,218,-40.0
4,240,-38.5
4,253,-39.0
4,263,-39.5
4,278,-40.0
4,330,-38.0
4,335,-38.5
4,346,-37.5
4,347,-39.0
4,359,-38.0
4,373,-39.0
4,379,-38.0
4,420,-37.5
4,445,-37.5
4,448,-37.5
4,464,-38.5
4,499,-38.5
4,517,-38.0
4,532,-38.0
4,535,-39.0
4,540,-38.0
4,557,-37.5
4,576,-37.5
4,587,-38.5
4,590,-38.5
4,594,-37.5
4,632,-38.0
4,672,-37.5
4,708,-38.0
4,737,-38.0
4,772,-38.0
4,795,-37.5
4,832,-37.5
4,839,-37.5
4,862,-37.5
4,890,-37.5
4,896,-37.5
4,903,-37.5
4,907,-37.5
4,910,-37.5
4,934,-37.5
4,947,-37.5
4,973,-37.5
4,977,-37.5
6,10,-35.5
6,13,-32.5
6,17,-35.5
6,21,-26.5
6,24,-49.5
6,26,-29.5
6,31,-24.5
6,33,-28.0
6,35,-34.5
6,48,-27.0
6,56,-27.5
6,65,-22.5
6,87,-25.0
6,102,-23.5
6,128,-24.0
6,167,-26.0
6,176,-26.0
6,211,-23.0
6,243,-23.0
6,252,-25.0
6,254,-25.5
6,258,-26.0
6,278,-25.0
6,304,-23.0
6,324,-25.5
6,348,-23.5
6,356,-22.5
6,366,-22.5
6,376,-23.5
6,417,-23.0
6,468,-23.0
6,475,-25.0
6,555,-22.5
6,563,-25.0
6,573,-22.5
6,580,-23.0
6,623,-22.5
6,641,-23.0
6,673,-23.5
6,712,-22.5
6,738,-22.5
6,745,-23.0
6,911,-22.5
6,941,-22.5
6,984,-22.5
8,7,-31.5
8,10,-28.5
