Node1,Node2,Forman-Ricci Curvature
0,1,-204
0,3,-178
0,21,-186
0,27,-190
0,43,-189
0,54,-172
0,61,-182
0,68,-173
0,93,-189
0,124,-166
0,125,-185
0,132,-191
0,135,-200
0,136,-199
0,141,-176
0,153,-186
0,155,-182
0,169,-190
0,170,-198
0,196,-180
0,203,-173
0,205,-175
0,212,-197
0,253,-195
0,291,-178
0,301,-201
0,308,-183
0,314,-200
0,334,-189
0,348,-185
0,353,-183
0,366,-193
0,372,-201
0,379,-168
0,386,-181
0,394,-181
0,432,-166
0,456,-171
0,472,-178
0,473,-189
0,486,-176
0,487,-199
0,490,-194
0,501,-191
0,510,-195
0,528,-190
0,557,-168
0,571,-169
0,573,-199
0,594,-166
0,638,-163
0,667,-187
0,669,-172
0,670,-183
0,706,-188
0,712,-179
0,723,-174
0,729,-181
0,746,-187
0,757,-197
0,774,-185
0,776,-196
0,785,-180
0,789,-193
0,794,-182
0,799,-200
0,804,-179
0,828,-178
0,874,-172
0,875,-190
0,876,-182
0,878,-178
0,880,-172
0,888,-180
0,895,-193
0,913,-195
0,914,-182
0,916,-207
0,925,-176
0,946,-176
0,951,-169
0,981,-174
0,983,-185
0,986,-185
0,988,-184
0,995,-173
1,9,-216
1,13,-215
1,30,-231
1,31,-228
1,48,-218
1,65,-211
1,97,-232
1,109,-224
1,110,-225
1,116,-224
1,126,-219
1,143,-217
1,148,-210
1,158,-223
1,160,-214
1,181,-216
1,192,-226
1,204,-218
1,207,-210
1,210,-221
1,218,-213
1,229,-223
1,237,-218
1,249,-226
1,261,-227
1,273,-200
1,293,-232
1,297,-224
1,299,-214
1,318,-232
1,320,-228
1,325,-226
1,330,-217
1,333,-206
1,345,-209
1,351,-220
1,369,-223
1,370,-225
1,383,-220
1,387,-212
1,392,-213
1,395,-236
1,397,-209
1,406,-223
1,418,-215
1,419,-224
1,429,-232
1,431,-229
1,437,-230
1,439,-205
1,448,-225
1,458,-211
1,464,-228
1,466,-214
1,491,-229
1,493,-212
1,504,-207
1,519,-221
1,525,-225
1,527,-236
1,528,-226
1,530,-210
1,531,-225
1,544,-215
1,545,-214
1,553,-223
1,574,-219
1,586,-233
1,589,-229
1,619,-221
1,644,-211
1,651,-217
1,661,-225
1,663,-220
1,664,-208
1,666,-233
1,672,-219
1,673,-213
1,676,-218
1,681,-217
1,692,-204
1,693,-214
1,704,-224
1,706,-224
1,713,-198
1,720,-227
1,723,-210
1,747,-223
1,754,-208
1,760,-213
1,764,-219
1,765,-208
1,769,-239
1,778,-221
1,784,-216
1,794,-218
1,801,-224
1,818,-202
1,824,-208
1,825,-223
1,834,-225
1,839,-202
1,845,-229
1,848,-220
1,877,-228
1,878,-214
1,880,-208
1,897,-200
1,902,-227
1,903,-208
1,908,-218
1,910,-218
1,911,-198
1,918,-238
1,928,-232
1,929,-226
1,931,-216
1,954,-219
1,993,-217
1,995,-209
1,996,-226
3,2,-200
3,10,-192
3,15,-208
3,16,-198
3,39,-208
3,51,-194
3,60,-177
3,69,-190
3,70,-188
3,71,-193
3,100,-196
3,110,-199
3,127,-190
3,136,-209
3,138,-196
3,142,-204
3,144,-193
3,148,-184
3,177,-194
3,184,-196
3,185,-193
3,188,-180
3,196,-190
3,208,-200
3,211,-202
3,212,-207
3,220,-205
3,227,-197
3,232,-194
3,236,-168
3,242,-184
3,260,-195
3,273,-174
3,278,-199
3,299,-188
3,322,-186
3,338,-168
3,341,-212
3,344,-182
3,367,-178
3,374,-205
3,397,-183
3,402,-204
3,405,-201
3,411,-187
3,453,-218
3,464,-202
3,472,-188
3,481,-191
3,489,-211
3,495,-197
3,515,-200
3,537,-190
3,540,-202
3,548,-181
3,549,-189
3,558,-192
3,566,-193
3,570,-186
3,580,-200
3,601,-197
3,609,-186
3,620,-214
3,623,-198
3,642,-185
3,646,-203
