Node1,Node2,Forman-Ricci Curvature
0,1,-89
0,2,-76
0,3,-132
0,4,-61
0,6,-64
0,11,-57
0,13,-56
0,18,-70
0,94,-46
0,99,-49
0,100,-46
0,112,-45
0,114,-50
0,161,-45
0,206,-45
0,257,-49
0,259,-47
0,268,-46
0,330,-46
0,347,-47
0,362,-45
0,369,-46
0,373,-45
0,384,-45
0,462,-48
0,512,-51
0,536,-46
0,559,-48
0,560,-45
0,564,-45
0,581,-46
0,606,-46
0,608,-45
0,615,-46
0,623,-47
0,682,-45
0,688,-45
0,719,-45
0,739,-45
0,818,-47
0,831,-45
0,863,-45
0,867,-45
0,908,-45
0,942,-45
0,944,-46
0,989,-45
1,3,-131
1,6,-63
1,7,-74
1,9,-62
1,11,-56
1,14,-77
1,19,-53
1,23,-51
1,30,-48
1,33,-56
1,39,-55
1,41,-49
1,43,-51
1,46,-46
1,50,-45
1,57,-54
1,62,-44
1,88,-53
1,93,-57
1,105,-54
1,118,-45
1,136,-51
1,184,-44
1,197,-47
1,223,-44
1,288,-46
1,301,-45
1,333,-47
1,377,-44
1,380,-44
1,381,-46
1,406,-45
1,435,-44
1,436,-44
1,447,-45
1,463,-44
1,490,-47
1,563,-44
1,588,-44
1,628,-44
1,658,-44
1,702,-45
1,755,-45
1,775,-45
1,785,-44
2,20,-46
2,21,-49
2,22,-36
2,24,-60
2,36,-41
2,65,-33
2,68,-36
2,86,-41
2,98,-43
2,118,-32
2,119,-33
2,140,-38
2,156,-34
2,172,-31
2,211,-34
2,262,-32
2,268,-32
2,294,-37
2,357,-32
2,392,-32
2,502,-33
2,522,-31
2,533,-32
2,572,-32
2,576,-31
2,577,-34
2,602,-31
2,654,-31
2,800,-31
2,813,-31
2,885,-31
2,913,-31
3,4,-103
3,5,-94
3,8,-115
3,9,-105
3,10,-101
3,12,-96
3,13,-98
3,16,-95
3,19,-96
3,24,-116
3,25,-93
3,28,-108
3,29,-92
3,38,-94
3,56,-91
3,57,-97
3,58,-88
3,60,-93
3,66,-90
3,72,-93
3,85,-97
3,87,-91
3,96,-87
3,99,-91
3,106,-91
3,112,-87
3,117,-88
3,123,-88
3,127,-88
3,131,-95
3,150,-92
3,163,-92
3,179,-91
3,187,-87
3,209,-92
3,218,-88
3,224,-88
3,226,-90
3,248,-90
3,296,-89
3,299,-89
3,302,-89
3,309,-89
3,321,-88
3,337,-87
3,399,-87
3,405,-87
3,417,-90
3,420,-89
3,531,-87
3,543,-89
3,544,-88
3,548,-90
3,554,-87
3,578,-87
3,585,-88
3,607,-89
3,612,-87
3,613,-89
3,614,-87
3,615,-88
3,632,-87
3,633,-87
3,655,-89
3,671,-88
3,693,-88
3,720,-87
3,732,-88
3,744,-87
3,760,-87
3,765,-87
3,804,-87
3,815,-87
3,824,-88
3,841,-87
3,842,-87
3,854,-87
3,866,-87
3,887,-87
3,899,-87
3,900,-87
3,912,-87
3,916,-87
3,917,-87
3,937,-87
3,957,-87
3,983,-87
4,5,-23
4,15,-28
4,70,-19
4,197,-19
4,220,-18
4,221,-16
4,251,-19
4,267,-19
4,310,-22
4,401,-17
4,405,-16
4,670,-16
4,775,-17
4,839,-16
4,881,-16
4,911,-16
6,7,-49
6,12,-28
6,45,-22
6,61,-20
6,139,-22
6,157,-21
6,247,-24
6,258,-26
6,260,-19
6,274,-20
6,319,-21
6,363,-22
6,366,-21
6,372,-19
6,492,-19
6,537,-20
6,619,-21
6,852,-19
6,910,-19
11,28,-33
11,40,-16
11,63,-20
11,225,-18
11,359,-14
11,362,-12
11,411,-13
11,442,-13
11,655,-14
11,683,-12
11,790,-12
11,878,-12
13,30,-15
13,71,-14
13,74,-14
13,93,-24
13,145,-13
13,171,-13
13,234,-14
13,287,-12
13,429,-13
13,496,-12
13,556,-12
18,10,-39
18,21,-43
18,44,-26
18,52,-28
18,56,-29
18,91,-32
18,130,-29
18,155,-31
18,194,-30
18,225,-31
18,228,-25
18,248,-28
18,282,-28
18,417,-28
18,418,-27
18,498,-32
18,564,-25
18,567,-25
18,601,-27
18,611,-26
18,662,-26
18,762,-25
18,763,-26
18,770,-25
18,844,-25
18,988,-25
94,28,-22
94,537,-2
99,125,-5
99,217,-5
99,380,-4
99,473,-5
100,83,-11
100,710,-1
114,16,-13
114,148,-8
114,159,-8
114,192,-8
114,395,-7
114,640,-5
161,9,-18
206,33,-12
257,22,-9
257,314,-8
257,566,-5
257,612,-4
257,848,-4
259,202,-7
259,279,-5
259,834,-2
268,290,-2
330,155,-7
330,506,-2
347,247,-7
347,433,-4
347,820,-2
369,27,-26
369,726,-1
373,258,-7
384,36,-10
462,57,-13
462,464,-7
462,666,-3
462,718,-3
512,323,-9
512,558,-7
512,593,-9
512,647,-7
512,734,-6
512,781,-7
512,893,-6
536,423,-2
536,950,-1
559,279,-6
559,669,-3
559,678,-3
559,748,-3
560,210,-7
581,48,-6
581,716,-1
606,98,-13
606,622,-1
608,338,-2
615,796,-1
623,230,-6
623,641,-4
623,907,-2
682,506,-1
688,179,-4
719,493,-2
739,37,-14
818,798,-3
818,925,-2
818,990,-2
831,266,-9
863,497,-1
867,27,-25
908,535,-4
942,26,-4
944,168,-6
944,947,-1
989,431,-4
7,8,-58
7,16,-38
7,17,-42
7,42,-35
7,54,-46
7,74,-33
7,76,-40
7,153,-33
7,168,-35
7,205,-31
7,215,-32
7,232,-35
7,264,-33
7,267,-33
7,285,-30
7,329,-33
7,350,-31
7,427,-30
7,555,-30
7,570,-30
7,589,-30
7,686,-30
7,765,-30
7,767,-31
7,795,-30
7,830,-30
7,838,-30
7,855,-30
7,869,-30
7,999,-30
9,14,-51
9,31,-34
9,73,-22
9,82,-24
9,117,-19
9,133,-27
9,191,-20
9,214,-19
9,218,-19
9,277,-24
9,334,-19
9,452,-19
9,550,-19
9,556,-19
9,663,-18
9,755,-19
9,885,-18
14,29,-38
14,32,-57
14,35,-43
14,45,-36
14,47,-52
14,53,-41
14,58,-34
14,73,-37
14,125,-34
14,131,-41
14,135,-42
14,142,-37
14,182,-33
14,361,-35
14,365,-34
14,391,-33
14,409,-33
14,423,-34
14,490,-36
14,496,-34
14,501,-33
14,550,-34
14,553,-33
14,618,-34
14,629,-35
14,707,-34
14,721,-34
14,756,-33
14,781,-34
14,792,-33
14,869,-33
14,883,-33
14,918,-33
19,20,-24
19,66,-12
19,138,-16
19,419,-9
19,441,-9
19,515,-9
19,783,-9
19,873,-9
19,952,-9
23,8,-35
23,158,-7
23,303,-7
23,322,-7
23,497,-8
23,545,-7
23,782,-8
23,972,-7
30,235,-6
30,313,-6
30,903,-4
30,940,-4
33,15,-24
33,37,-26
33,42,-17
33,61,-13
33,210,-19
33,442,-13
33,600,-12
33,650,-12
33,684,-12
33,759,-12
33,977,-12
33,999,-12
39,35,-21
39,51,-13
39,84,-16
39,126,-13
39,216,-16
39,249,-12
39,269,-15
39,435,-11
39,461,-12
39,833,-11
39,917,-11
39,922,-11
41,5,-12
41,69,-7
41,92,-10
41,250,-6
41,385,-6
41,778,-5
43,17,-19
43,77,-17
43,98,-19
43,150,-12
43,155,-13
43,211,-10
43,237,-12
43,752,-8
46,31,-18
46,146,-8
46,395,-4
50,29,-6
50,216,-6
57,83,-20
57,189,-13
57,413,-12
57,433,-12
57,446,-12
57,525,-10
57,634,-10
57,693,-11
57,747,-11
62,47,-19
88,8,-37
88,246,-9
88,255,-9
88,269,-13
88,439,-10
88,450,-9
88,699,-9
88,872,-9
88,924,-9
88,928,-9
93,95,-17
93,116,-21
93,170,-19
93,221,-13
93,245,-15
93,246,-13
93,338,-15
93,428,-13
93,514,-14
93,517,-13
93,698,-13
93,791,-13
93,958,-13
105,69,-12
105,141,-16
105,207,-14
105,224,-11
105,256,-13
105,326,-10
105,477,-10
105,480,-15
105,516,-11
105,636,-10
105,890,-11
118,838,-1
136,49,-10
136,164,-11
136,400,-10
136,457,-7
136,481,-7
136,826,-7
136,837,-7
136,897,-7
184,40,-4
197,349,-5
197,542,-4
197,853,-4
223,170,-6
288,258,-9
288,552,-3
288,845,-2
301,34,-5
301,321,-2
333,98,-15
333,355,-4
333,425,-5
333,549,-3
377,111,-3
381,194,-7
381,509,-2
381,635,-3
406,310,-7
406,621,-1
436,361,-2
447,332,-3
447,709,-1
463,365,-1
490,509,-3
490,806,-3
490,949,-3
563,47,-19
588,304,-5
628,504,-3
658,370,-5
702,646,-4
702,817,-1
755,799,-2
775,870,-1
785,465,-3
20,22,-20
20,67,-17
20,89,-22
20,90,-19
20,115,-22
20,138,-22
20,192,-18
20,198,-15
20,226,-18
20,237,-20
20,422,-15
20,464,-19
20,530,-15
20,790,-15
20,843,-16
21,34,-22
21,176,-21
21,201,-20
21,230,-22
21,243,-20
21,297,-18
21,342,-20
21,376,-18
21,424,-18
21,452,-19
21,523,-18
21,609,-18
21,631,-19
21,777,-18
21,789,-18
21,911,-18
21,931,-18
21,932,-18
22,44,-6
22,65,-7
22,554,-5
22,921,-5
24,27,-54
24,55,-42
24,77,-39
24,107,-29
24,111,-32
24,133,-38
24,140,-36
24,143,-39
24,195,-29
24,198,-29
24,239,-29
24,270,-31
24,280,-30
24,357,-30
24,440,-29
24,465,-32
24,500,-29
24,501,-29
24,514,-30
24,521,-31
24,528,-30
24,534,-30
24,580,-29
24,598,-30
24,666,-29
24,726,-29
24,983,-29
24,986,-29
24,992,-29
36,15,-22
36,121,-16
36,162,-16
36,180,-17
36,183,-15
36,191,-12
36,278,-18
36,281,-10
36,283,-11
36,539,-11
65,122,-2
65,620,-2
68,5,-12
68,70,-8
68,201,-7
68,341,-6
68,407,-9
68,437,-5
86,82,-16
86,166,-12
86,308,-11
86,359,-12
86,486,-11
86,616,-10
86,795,-10
86,803,-10
86,809,-10
86,852,-10
86,905,-10
98,205,-13
98,276,-12
98,305,-13
98,408,-13
98,592,-12
98,616,-12
98,715,-12
98,801,-12
98,925,-12
98,954,-12
119,54,-18
119,213,-4
119,758,-2
140,145,-9
140,149,-8
140,519,-7
140,630,-7
140,645,-7
140,743,-7
140,995,-7
156,27,-28
156,209,-8
156,318,-3
156,582,-3
172,59,-12
211,545,-3
211,741,-4
211,802,-3
262,8,-29
262,474,-1
294,170,-12
294,312,-6
294,371,-7
294,547,-6
294,637,-6
294,756,-6
294,766,-6
357,632,-1
392,155,-7
392,671,-2
502,289,-7
502,634,-2
502,638,-3
522,47,-19
533,55,-14
533,804,-1
572,404,-2
572,705,-2
576,479,-1
577,35,-13
577,653,-4
577,725,-3
577,982,-3
602,38,-7
654,446,-2
800,613,-2
813,394,-2
913,624,-1
5,10,-21
5,96,-7
5,286,-7
5,422,-7
5,639,-9
8,17,-40
8,25,-34
8,59,-40
8,60,-34
8,69,-30
8,78,-30
8,109,-33
8,115,-35
8,120,-35
8,170,-34
