Node1,Node2,Forman-Ricci Curvature
0,15,-90
0,29,-87
0,37,-95
0,42,-89
0,46,-90
0,52,-99
0,67,-98
0,81,-95
0,83,-102
0,124,-105
0,125,-88
0,187,-89
0,218,-94
0,219,-91
0,220,-94
0,255,-93
0,358,-105
0,410,-91
0,436,-79
0,439,-103
0,458,-91
0,480,-102
0,496,-97
0,511,-93
0,513,-89
0,531,-84
0,583,-106
0,593,-109
0,608,-96
0,614,-99
0,628,-80
0,662,-87
0,701,-93
0,736,-101
0,738,-96
0,744,-80
0,780,-101
0,798,-97
0,827,-99
0,828,-99
0,930,-95
0,960,-93
0,966,-97
0,974,-96
0,977,-82
0,991,-98
0,992,-89
0,995,-102
15,29,-85
15,34,-84
15,83,-100
15,103,-85
15,170,-85
15,195,-100
15,211,-98
15,219,-89
15,248,-94
15,306,-93
15,307,-92
15,308,-95
15,357,-93
15,395,-104
15,398,-105
15,403,-93
15,404,-87
15,407,-105
15,450,-91
15,525,-87
15,532,-88
15,543,-85
15,549,-87
15,578,-90
15,582,-99
15,674,-88
15,684,-104
15,695,-89
15,705,-82
15,707,-83
15,713,-94
15,752,-102
15,759,-91
15,776,-95
15,868,-90
15,877,-102
15,885,-93
15,907,-88
15,919,-88
15,932,-87
15,943,-75
15,965,-87
15,979,-85
15,991,-96
15,997,-97
29,69,-92
29,134,-78
29,166,-90
29,168,-85
29,171,-96
29,186,-96
29,249,-87
29,277,-79
29,302,-105
29,321,-108
29,358,-100
29,386,-91
29,406,-86
29,424,-93
29,440,-87
29,459,-87
29,489,-90
29,512,-84
29,606,-81
29,635,-88
29,654,-88
29,655,-81
29,674,-85
29,725,-98
29,727,-98
29,736,-96
29,753,-88
29,793,-90
29,794,-82
29,795,-98
29,800,-93
29,804,-97
29,824,-91
29,863,-100
29,884,-96
29,889,-91
29,891,-92
29,894,-102
29,915,-110
29,973,-94
29,980,-98
37,50,-95
37,56,-101
37,73,-87
37,102,-91
37,116,-104
37,212,-85
37,246,-97
37,258,-91
37,317,-94
37,377,-97
37,406,-94
37,419,-95
37,439,-106
37,453,-91
37,491,-101
37,499,-101
37,516,-96
37,533,-96
37,540,-87
37,547,-103
37,551,-99
37,588,-95
37,610,-102
37,616,-103
37,627,-97
37,657,-88
37,727,-106
37,738,-99
37,762,-80
37,774,-91
37,796,-100
37,829,-92
37,831,-91
37,832,-95
37,841,-104
37,848,-98
37,853,-104
37,867,-113
37,868,-95
37,874,-104
37,888,-90
37,894,-110
37,924,-111
37,936,-99
37,938,-102
37,954,-111
37,972,-94
37,977,-85
37,984,-98
37,988,-86
42,52,-96
42,86,-84
42,138,-96
42,164,-96
42,176,-94
42,227,-87
42,229,-96
42,237,-94
42,292,-103
42,339,-91
42,343,-89
42,371,-91
42,374,-84
42,401,-93
42,418,-87
42,422,-97
42,441,-92
42,466,-89
42,482,-96
42,488,-96
42,495,-105
42,503,-78
42,517,-81
42,539,-90
42,551,-93
42,557,-92
42,581,-89
42,617,-90
42,633,-87
42,663,-91
42,688,-104
42,697,-92
42,702,-88
42,715,-90
42,746,-84
42,763,-95
42,802,-82
42,836,-86
42,841,-98
42,853,-98
42,854,-93
42,896,-92
42,945,-99
42,978,-91
46,10,-84
46,62,-94
46,64,-92
46,70,-97
46,140,-88
46,144,-89
46,211,-98
46,270,-100
46,271,-85
46,273,-92
46,316,-88
46,318,-93
46,366,-96
46,385,-96
46,394,-86
46,404,-87
46,454,-97
46,465,-89
46,475,-96
46,478,-81
46,531,-82
46,590,-100
46,591,-98
