Node1,Node2,Bakry-Émery Curvature
0,1,-115.0
0,2,-88.5
0,4,-88.5
0,6,-85.5
0,40,-63.0
0,47,-55.5
0,55,-52.0
0,57,-65.0
0,66,-55.0
0,74,-54.0
0,82,-52.0
0,88,-65.0
0,147,-54.5
0,148,-52.0
0,151,-67.5
0,159,-56.0
0,180,-56.0
0,250,-55.0
0,277,-53.0
0,303,-51.5
0,341,-52.5
0,367,-52.0
0,376,-52.5
0,385,-51.5
0,405,-52.5
0,417,-56.5
0,455,-53.0
0,479,-50.5
0,513,-51.5
0,521,-53.5
0,610,-55.5
0,633,-51.5
0,637,-52.0
0,647,-52.0
0,678,-51.0
0,765,-51.0
0,809,-50.5
0,868,-51.0
0,901,-53.5
0,945,-51.0
0,993,-51.5
0,1002,-51.5
0,1022,-52.0
0,1124,-51.5
0,1164,-50.5
0,1180,-51.0
0,1209,-50.5
0,1228,-52.5
0,1236,-51.0
0,1361,-51.0
0,1391,-50.5
0,1395,-51.0
0,1411,-51.5
0,1482,-52.5
0,1644,-51.5
0,1695,-50.5
0,1879,-50.5
0,2059,-50.5
0,2089,-53.0
0,2097,-50.5
0,2111,-50.5
0,2138,-51.0
0,2155,-52.0
0,2158,-50.5
0,2230,-51.5
0,2238,-51.0
0,2320,-51.0
0,2419,-51.5
0,2421,-51.0
0,2587,-50.5
0,2614,-50.5
0,2617,-51.0
0,2723,-50.5
0,2750,-51.0
0,2824,-51.5
0,3191,-50.5
0,3240,-51.0
0,3299,-50.5
0,3326,-52.0
0,3385,-50.5
0,3417,-50.5
0,3425,-52.0
0,3462,-50.5
0,3611,-51.0
0,3620,-50.5
0,3622,-51.0
0,3715,-51.0
0,3751,-51.5
0,3755,-50.5
0,3771,-50.5
0,3841,-50.5
0,3978,-50.5
0,3992,-51.0
0,4034,-50.5
0,4150,-50.5
0,4163,-50.5
0,4174,-50.5
0,4233,-50.5
0,4490,-51.0
0,4527,-50.5
0,4548,-50.5
0,4582,-50.5
0,4838,-50.5
0,4885,-50.5
0,4903,-50.5
1,3,-86.5
1,5,-83.5
1,9,-68.5
1,13,-94.5
1,16,-76.5
1,18,-67.0
1,27,-68.0
1,34,-73.0
1,40,-76.0
1,41,-65.0
1,42,-90.0
1,55,-65.0
1,61,-84.0
1,64,-71.5
1,75,-68.5
1,84,-69.5
1,102,-64.0
1,109,-65.5
1,114,-72.0
1,128,-70.5
1,131,-67.0
1,186,-69.5
1,208,-64.5
1,214,-72.0
1,218,-69.5
1,232,-76.0
1,281,-67.0
1,315,-65.0
1,341,-65.5
1,343,-66.5
1,377,-63.5
1,412,-65.0
1,419,-66.5
1,424,-65.5
1,427,-66.5
1,451,-68.0
1,463,-64.5
1,485,-64.5
1,487,-68.0
1,540,-63.5
1,626,-66.0
1,670,-66.5
1,678,-64.0
1,724,-65.5
1,763,-63.5
1,904,-64.0
1,912,-64.0
1,919,-63.5
1,934,-63.5
1,943,-64.5
1,954,-64.0
1,971,-64.0
1,1001,-65.0
1,1017,-67.0
1,1082,-65.5
1,1105,-66.0
1,1146,-63.5
1,1264,-65.5
1,1303,-64.5
1,1306,-65.0
1,1431,-64.0
1,1443,-63.5
1,1448,-63.5
1,1462,-69.0
1,1541,-64.5
1,1595,-64.0
1,1709,-64.0
1,1765,-64.5
1,1780,-65.0
1,1788,-64.5
1,1821,-64.5
1,1824,-65.0
1,1950,-64.0
1,2006,-64.0
1,2036,-65.0
1,2051,-63.5
