Node1,Node2,Ollivier-Ricci Curvature
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,6,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,13,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,19,0.0
0,21,0.0
0,22,0.0
0,23,0.0
0,24,0.0
0,25,0.0
0,27,0.0
0,30,0.0
0,32,0.0
0,34,0.0
0,38,0.0
0,45,0.0
0,46,0.0
0,49,0.0
0,53,0.0
0,56,0.0
0,59,0.0
0,65,0.0
0,66,0.0
0,77,0.0
0,80,0.0
0,90,0.0
0,92,0.0
0,93,0.0
0,96,0.0
0,106,0.0
0,108,0.0
0,116,0.0
0,118,0.0
0,121,0.0
0,124,0.0
0,127,0.0
0,131,0.0
0,133,0.0
0,134,0.0
0,135,0.0
0,143,0.0
0,152,0.0
0,170,0.0
0,175,0.0
0,186,0.0
0,188,0.0
0,207,0.0
0,217,0.0
0,221,0.0
0,226,0.0
0,228,0.0
0,237,0.0
0,257,0.0
0,259,0.0
0,260,0.0
0,265,0.0
0,272,0.0
0,278,0.0
0,279,0.0
0,333,0.0
0,338,0.0
0,340,0.0
0,368,0.0
0,400,0.0
0,445,0.0
0,446,0.0
0,461,0.0
0,479,0.0
0,509,0.0
0,519,0.0
0,526,0.0
0,527,0.0
0,528,0.0
0,532,0.0
0,542,0.0
0,544,0.0
0,550,0.0
0,556,0.0
0,582,0.0
0,586,0.0
0,589,0.0
0,592,0.0
0,616,0.0
0,630,0.0
0,638,0.0
0,657,0.0
0,661,0.0
0,679,0.0
0,693,0.0
0,704,0.0
0,706,0.0
0,742,0.0
0,761,0.0
0,766,0.0
0,812,0.0
0,820,0.0
0,832,0.0
0,843,0.0
0,849,0.0
0,852,0.0
0,871,0.0
0,895,0.0
0,917,0.0
0,988,0.0
0,996,0.0
0,1013,0.0
0,1014,0.0
0,1036,0.0
0,1047,0.0
0,1050,0.0
0,1051,0.0
0,1065,0.0
0,1071,0.0
0,1094,0.0
0,1097,0.0
0,1115,0.0
0,1144,0.0
0,1167,0.0
0,1187,0.0
0,1189,0.0
0,1216,0.0
0,1235,0.0
0,1240,0.0
0,1241,0.0
0,1320,0.0
0,1335,0.0
0,1367,0.0
0,1396,0.0
0,1420,0.0
0,1425,0.0
0,1481,0.0
0,1500,0.0
0,1539,0.0
0,1586,0.0
0,1591,0.0
0,1595,0.0
0,1597,0.0
0,1628,0.0
0,1687,0.0
0,1693,0.0
0,1719,0.0
0,1726,0.0
0,1738,0.0
0,1816,0.0
0,1839,0.0
0,1881,0.0
0,1888,0.0
0,1930,0.0
0,1934,0.0
0,1959,0.0
0,1989,0.0
0,2009,0.0
0,2014,0.0
0,2040,0.0
0,2067,0.0
0,2069,0.0
0,2073,0.0
0,2080,0.0
0,2126,0.0
0,2141,0.0
0,2153,0.0
0,2217,0.0
0,2224,0.0
0,2267,0.0
0,2286,0.0
0,2359,0.0
0,2413,0.0
0,2429,0.0
0,2430,0.0
0,2440,0.0
0,2447,0.0
0,2456,0.0
0,2490,0.0
0,2509,0.0
0,2522,0.0
0,2570,0.0
0,2621,0.0
0,2647,0.0
0,2649,0.0
0,2652,0.0
0,2669,0.0
0,2733,0.0
0,2751,0.0
0,2752,0.0
0,2814,0.0
0,2975,0.0
0,3037,0.0
0,3053,0.0
0,3080,0.0
0,3089,0.0
0,3147,0.0
0,3154,0.0
0,3205,0.0
0,3229,0.0
0,3236,0.0
0,3290,0.0
0,3291,0.0
0,3350,0.0
0,3360,0.0
0,3379,0.0
0,3380,0.0
0,3485,0.0
0,3511,0.0
0,3520,0.0
0,3591,0.0
0,3592,0.0
0,3607,0.0
0,3644,0.0
0,3695,0.0
0,3757,0.0
0,3759,0.0
0,3775,0.0
0,3815,0.0
0,3817,0.0
0,3842,0.0
0,3850,0.0
0,3851,0.0
0,3944,0.0
0,3963,0.0
0,3983,0.0
0,4000,0.0
0,4007,0.0
0,4019,0.0
0,4032,0.0
0,4055,0.0
0,4065,0.0
0,4076,0.0
0,4120,0.0
0,4141,0.0
0,4201,0.0
0,4273,0.0
0,4345,0.0
0,4377,0.0
0,4515,0.0
0,4566,0.0
0,4591,0.0
0,4607,0.0
0,4614,0.0
0,4647,0.0
0,4772,0.0
0,4854,0.0
0,4964,0.0
0,4971,0.0
0,4982,0.0
0,4995,0.0
0,5030,0.0
0,5056,0.0
0,5065,0.0
0,5177,0.0
0,5186,0.0
0,5263,0.0
0,5282,0.0
0,5356,0.0
0,5384,0.0
0,5436,0.0
0,5481,0.0
0,5506,0.0
0,5514,0.0
0,5523,0.0
0,5644,0.0
0,5677,0.0
0,5738,0.0
0,5801,0.0
0,5863,0.0
0,5890,0.0
0,5936,0.0
0,6042,0.0
0,6046,0.0
0,6049,0.0
0,6119,0.0
0,6122,0.0
0,6126,0.0
0,6137,0.0
0,6195,0.0
0,6243,0.0
0,6290,0.0
0,6303,0.0
0,6356,0.0
0,6382,0.0
0,6404,0.0
0,6460,0.0
0,6476,0.0
0,6533,0.0
0,6557,0.0
0,6641,0.0
0,6711,0.0
0,6734,0.0
0,6778,0.0
0,6785,0.0
0,6835,0.0
0,6866,0.0
0,7034,0.0
0,7062,0.0
0,7070,0.0
0,7096,0.0
0,7482,0.0
0,7558,0.0
0,7581,0.0
0,7596,0.0
0,7624,0.0
0,7700,0.0
0,7784,0.0
0,7835,0.0
0,7853,0.0
0,7866,0.0
0,7889,0.0
0,7892,0.0
0,7893,0.0
0,7938,0.0
0,7939,0.0
0,7966,0.0
0,7989,0.0
0,8010,0.0
0,8016,0.0
0,8017,0.0
0,8088,0.0
0,8160,0.0
0,8197,0.0
0,8229,0.0
0,8244,0.0
0,8256,0.0
0,8374,0.0
0,8407,0.0
0,8442,0.0
0,8445,0.0
0,8490,0.0
0,8517,0.0
0,8587,0.0
0,8683,0.0
0,8692,0.0
0,8863,0.0
0,8937,0.0
0,8957,0.0
0,8971,0.0
0,8994,0.0
0,9007,0.0
0,9087,0.0
0,9148,0.0
0,9173,0.0
0,9197,0.0
0,9229,0.0
0,9256,0.0
0,9476,0.0
0,9573,0.0
0,9578,0.0
0,9581,0.0
0,9583,0.0
0,9593,0.0
0,9620,0.0
0,9666,0.0
0,9692,0.0
0,9796,0.0
0,9820,0.0
0,9854,0.0
0,9880,0.0
0,9930,0.0
1,5,0.0
1,25,0.0
1,33,0.0
1,94,0.0
1,118,0.0
1,134,0.0
1,160,0.0
1,275,0.0
1,282,0.0
1,459,0.0
1,508,0.0
1,519,0.0
1,596,0.0
1,672,0.0
1,709,0.0
1,841,0.0
1,955,0.0
1,1022,0.0
1,1048,0.0
1,1152,0.0
1,1345,0.0
1,1424,0.0
1,1681,0.0
1,1936,0.0
1,2081,0.0
1,2206,0.0
1,2357,0.0
1,2456,0.0
1,2778,0.0
1,3575,0.0
1,3805,0.0
1,3862,0.0
1,3865,0.0
1,3871,0.0
1,3957,0.0
1,4041,0.0
1,4065,0.0
1,4370,0.0
1,4411,0.0
1,4562,0.0
1,4747,0.0
1,4993,0.0
1,5959,0.0
1,6037,0.0
1,6410,0.0
1,6657,0.0
1,6792,0.0
1,7084,0.0
1,7315,0.0
1,7583,0.0
1,7661,0.0
1,8128,0.0
1,8131,0.0
1,8316,0.0
1,8624,0.0
1,9168,0.0
1,9194,0.0
1,9767,0.0
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.0
2,10,0.0
2,12,0.0
2,14,0.0
2,15,0.0
2,16,0.0
2,17,0.0
2,23,0.0
2,25,0.0
2,36,0.0
2,39,0.0
2,45,0.0
2,48,0.0
2,50,0.0
2,54,0.0
2,56,0.0
2,57,0.0
2,58,0.0
2,60,0.0
2,64,0.0
2,67,0.0
2,70,0.0
2,73,0.0
2,80,0.0
2,84,0.0
2,85,0.0
2,90,0.0
2,96,0.0
2,126,0.0
2,143,0.0
2,146,0.0
2,151,0.0
2,190,0.0
2,191,0.0
2,195,0.0
2,198,0.0
2,205,0.0
2,211,0.0
2,212,0.0
2,224,0.0
2,234,0.0
2,262,0.0
2,284,0.0
2,294,0.0
2,304,0.0
2,310,0.0
2,314,0.0
2,322,0.0
2,347,0.0
2,350,0.0
2,357,0.0
2,359,0.0
2,368,0.0
2,390,0.0
2,399,0.0
2,406,0.0
2,425,0.0
2,442,0.0
2,455,0.0
2,471,0.0
2,483,0.0
2,485,0.0
2,504,0.0
2,505,0.0
2,507,0.0
2,528,0.0
2,546,0.0
2,547,0.0
2,548,0.0
2,563,0.0
2,569,0.0
2,582,0.0
2,591,0.0
2,615,0.0
2,624,0.0
2,637,0.0
2,655,0.0
2,656,0.0
2,714,0.0
2,739,0.0
2,741,0.0
2,755,0.0
2,774,0.0
2,790,0.0
2,799,0.0
2,800,0.0
2,801,0.0
2,826,0.0
2,833,0.0
2,845,0.0
2,852,0.0
2,857,0.0
2,864,0.0
2,865,0.0
2,872,0.0
2,922,0.0
2,928,0.0
2,1007,0.0
2,1020,0.0
2,1024,0.0
2,1049,0.0
2,1052,0.0
2,1129,0.0
2,1142,0.0
2,1149,0.0
2,1181,0.0
2,1185,0.0
2,1190,0.0
2,1214,0.0
2,1248,0.0
2,1250,0.0
2,1283,0.0
2,1376,0.0
2,1391,0.0
2,1424,0.0
2,1490,0.0
2,1494,0.0
2,1520,0.0
2,1562,0.0
2,1642,0.0
2,1645,0.0
2,1655,0.0
2,1671,0.0
2,1704,0.0
2,1710,0.0
2,1728,0.0
2,1749,0.0
2,1791,0.0
2,1794,0.0
2,1798,0.0
2,1811,0.0
2,1814,0.0
2,1847,0.0
2,1858,0.0
2,1916,0.0
2,1924,0.0
2,1928,0.0
2,1941,0.0
2,1955,0.0
2,1983,0.0
2,1984,0.0
2,1999,0.0
2,2035,0.0
2,2044,0.0
2,2122,0.0
2,2135,0.0
2,2241,0.0
2,2285,0.0
2,2288,0.0
2,2351,0.0
2,2353,0.0
2,2370,0.0
2,2435,0.0
2,2448,0.0
2,2563,0.0
2,2576,0.0
2,2598,0.0
2,2646,0.0
2,2658,0.0
2,2712,0.0
2,2714,0.0
2,2721,0.0
2,2791,0.0
2,2809,0.0
2,2833,0.0
2,2915,0.0
2,2926,0.0
2,2961,0.0
2,2962,0.0
2,2966,0.0
2,2971,0.0
2,2972,0.0
2,2976,0.0
2,3038,0.0
2,3064,0.0
2,3092,0.0
2,3148,0.0
2,3167,0.0
2,3182,0.0
2,3185,0.0
2,3265,0.0
2,3287,0.0
2,3297,0.0
2,3346,0.0
2,3351,0.0
2,3355,0.0
2,3401,0.0
