Node1,Node2,Ollivier-Ricci Curvature
0,9,0.0
0,11,0.0
0,27,0.0
0,61,0.0
0,78,0.0
0,115,0.0
0,129,0.0
0,168,0.0
0,171,0.0
0,195,0.0
0,209,0.0
0,217,0.0
0,236,0.0
0,237,0.0
0,296,0.0
0,325,0.0
0,327,0.0
0,332,0.0
0,350,0.0
0,363,0.0
0,380,0.0
0,382,0.0
0,475,0.0
0,504,0.0
0,511,0.0
0,534,0.0
0,564,0.0
0,571,0.0
0,577,0.0
0,625,0.0
0,642,0.0
0,660,0.0
0,677,0.0
0,685,0.0
0,688,0.0
0,701,0.0
0,729,0.0
0,734,0.0
0,772,0.0
0,774,0.0
0,781,0.0
0,799,0.0
0,801,0.0
0,861,0.0
0,882,0.0
0,931,0.0
0,940,0.0
0,964,0.0
9,3,0.0
9,5,0.0
9,99,0.0
9,109,0.0
9,116,0.0
9,237,0.0
9,246,0.0
9,255,0.0
9,292,0.0
9,322,0.0
9,335,0.0
9,364,0.0
9,389,0.0
9,412,0.0
9,432,0.0
9,445,0.0
9,454,0.0
9,480,0.0
9,491,0.0
9,529,0.0
9,554,0.0
9,580,0.0
9,592,0.0
9,603,0.0
9,618,0.0
9,619,0.0
9,636,0.0
9,645,0.0
9,647,0.0
9,664,0.0
9,683,0.0
9,706,0.0
9,707,0.0
9,712,0.0
9,734,0.0
9,757,0.0
9,764,0.0
9,773,0.0
9,808,0.0
9,823,0.0
9,856,0.0
9,881,0.0
9,896,0.0
9,959,0.0
9,988,0.0
11,1,0.0
11,52,0.0
11,121,0.0
11,148,0.0
11,160,0.0
11,171,0.0
11,175,0.0
11,176,0.0
11,182,0.0
11,192,0.0
11,194,0.0
11,207,0.0
11,216,0.0
11,218,0.0
11,274,0.0
11,290,0.0
11,299,0.0
11,323,0.0
11,358,0.0
11,399,0.0
11,430,0.0
11,432,0.0
11,437,0.0
11,458,0.0
11,476,0.0
11,482,0.0
11,493,0.0
11,533,0.0
11,553,0.0
11,577,0.0
11,586,0.0
11,587,0.0
11,709,0.0
11,768,0.0
11,771,0.0
11,781,0.0
11,785,0.0
11,791,0.0
11,815,0.0
11,839,0.0
11,849,0.0
11,868,0.0
11,932,0.0
11,965,0.0
11,969,0.0
11,971,0.0
11,972,0.0
11,982,0.0
27,12,0.0
27,52,0.0
27,71,0.0
27,269,0.0
27,307,0.0
27,309,0.0
27,313,0.0
27,321,0.0
27,345,0.0
27,353,0.0
27,368,0.0
27,369,0.0
27,373,0.0
27,387,0.0
27,394,0.0
27,423,0.0
27,486,0.0
27,491,0.0
27,559,0.0
27,570,0.0
27,589,0.0
27,629,0.0
27,713,0.0
27,717,0.0
27,724,0.0
27,726,0.0
27,733,0.0
27,746,0.0
27,754,0.0
27,757,0.0
27,804,0.0
27,811,0.0
27,812,0.0
27,813,0.0
27,816,0.0
27,820,0.0
27,838,0.0
27,864,0.0
27,912,0.0
61,118,0.0
61,149,0.0
61,160,0.0
61,162,0.0
61,175,0.0
61,210,0.0
61,233,0.0
61,239,0.0
61,258,0.0
61,304,0.0
61,305,0.0
61,315,0.0
61,319,0.0
61,332,0.0
61,354,0.0
61,360,0.0
61,388,0.0
61,435,0.0
61,446,0.0
61,511,0.0
61,528,0.0
61,537,0.0
61,547,0.0
61,556,0.0
61,563,0.0
61,610,0.0
61,615,0.0
61,634,0.0
61,642,0.0
61,647,0.0
61,660,0.0
61,666,0.0
61,684,0.0
61,686,0.0
61,708,0.0
61,725,0.0
61,731,0.0
61,762,0.0
61,772,0.0
