Node1,Node2,Forman-Ricci Curvature
0,1,-197
0,2,-220
0,3,-460
0,4,-253
0,5,-427
0,6,-304
0,7,-361
0,11,-197
0,12,-256
0,13,-273
0,14,-287
0,18,-242
0,20,-231
0,23,-194
0,29,-295
0,30,-222
0,35,-203
0,36,-259
0,47,-212
0,53,-192
0,64,-276
0,65,-210
0,67,-187
0,71,-252
0,78,-205
0,90,-200
0,99,-216
0,112,-202
0,115,-201
0,154,-186
0,174,-190
0,179,-193
0,196,-190
0,197,-190
0,198,-189
0,213,-190
0,287,-179
0,307,-182
0,317,-192
0,321,-176
0,333,-181
0,335,-180
0,339,-181
0,360,-181
0,367,-184
0,377,-189
0,409,-188
0,424,-184
0,426,-186
0,450,-176
0,476,-177
0,480,-176
0,486,-185
0,497,-176
0,522,-178
0,529,-178
0,556,-177
0,598,-192
0,644,-179
0,657,-185
0,674,-181
0,714,-179
0,720,-179
0,855,-177
0,856,-176
0,859,-174
0,868,-180
0,952,-176
0,974,-180
0,981,-176
0,986,-179
0,996,-184
0,998,-183
0,999,-174
0,1047,-176
0,1102,-178
0,1106,-180
0,1142,-173
0,1175,-178
0,1210,-182
0,1212,-184
0,1222,-175
0,1225,-185
0,1292,-177
0,1308,-175
0,1324,-184
0,1340,-176
0,1433,-176
0,1499,-177
0,1502,-176
0,1506,-173
0,1520,-179
0,1541,-181
0,1575,-173
0,1605,-173
0,1628,-177
0,1678,-174
0,1712,-173
0,1716,-175
0,1750,-176
0,1789,-175
0,1813,-173
0,1851,-175
0,1868,-173
0,1869,-175
0,2001,-174
0,2037,-175
0,2055,-174
0,2077,-174
0,2186,-174
0,2234,-175
0,2282,-173
0,2291,-178
0,2399,-174
0,2455,-180
0,2456,-174
0,2493,-173
0,2505,-173
0,2506,-173
0,2544,-179
0,2565,-174
0,2607,-175
0,2633,-173
0,2689,-174
0,2754,-173
0,2784,-173
0,2888,-174
0,2913,-174
0,2927,-176
0,3009,-174
0,3037,-174
0,3041,-173
0,3075,-175
0,3099,-173
0,3119,-173
0,3152,-175
0,3206,-174
0,3250,-176
0,3465,-174
0,3516,-174
0,3603,-176
0,3712,-174
0,3815,-173
0,3823,-173
0,3835,-174
0,3848,-174
0,3868,-174
0,3922,-175
0,3952,-174
0,3975,-173
0,4059,-173
0,4063,-173
0,4097,-173
0,4165,-174
0,4235,-173
0,4287,-173
0,4315,-173
0,4355,-174
0,4357,-174
0,4385,-173
0,4403,-173
0,4428,-173
0,4437,-173
0,4451,-173
0,4552,-174
0,4611,-173
0,4648,-173
0,4680,-173
0,4718,-174
0,4792,-173
0,4800,-174
0,4821,-173
0,4906,-173
1,5,-282
1,6,-159
1,12,-111
1,63,-64
1,155,-47
1,267,-40
1,339,-36
1,578,-33
1,596,-34
1,937,-32
1,1015,-32
1,1482,-30
1,1606,-31
1,1743,-28
1,2000,-31
1,2452,-28
1,2669,-30
1,2828,-30
1,3317,-28
1,3475,-28
1,3870,-28
1,3979,-28
1,4243,-28
1,4365,-28
1,4620,-28
1,4722,-28
1,4998,-28
2,15,-168
2,18,-120
2,22,-73
2,23,-72
2,35,-81
2,69,-82
2,93,-56
2,157,-59
2,261,-60
2,286,-62
2,300,-52
2,373,-67
2,375,-59
2,385,-59
2,390,-60
2,467,-57
2,497,-54
2,629,-53
2,746,-56
2,840,-54
2,908,-54
2,932,-53
2,950,-59
2,988,-57
2,1149,-58
2,1283,-57
2,1382,-58
2,1540,-54
2,1586,-54
2,1599,-52
2,1722,-52
2,1727,-54
2,2148,-51
2,2328,-51
2,2355,-51
2,2621,-53
2,2660,-51
2,2935,-54
2,2940,-51
2,3098,-53
2,3241,-53
2,3526,-52
2,3545,-54
2,3640,-51
2,3737,-51
2,3835,-52
2,3843,-51
2,3850,-51
2,3911,-51
2,4623,-51
3,5,-545
3,6,-422
3,8,-517
3,10,-367
3,11,-315
3,13,-391
3,14,-405
3,17,-365
3,19,-410
3,20,-349
3,23,-312
3,24,-418
3,26,-392
3,28,-300
3,29,-413
3,38,-320
3,41,-328
3,43,-343
3,45,-372
3,46,-328
3,50,-305
3,54,-303
3,55,-310
3,59,-323
3,63,-327
3,68,-308
3,70,-328
3,73,-306
3,74,-335
3,75,-307
3,77,-319
3,84,-312
3,86,-303
3,87,-314
3,91,-327
3,93,-296
3,102,-313
3,103,-318
3,110,-300
3,117,-308
3,123,-303
3,125,-311
3,135,-314
3,138,-307
3,139,-308
3,151,-299
3,152,-298
3,172,-344
3,179,-311
3,182,-305
3,210,-309
3,211,-319
3,216,-307
3,221,-330
3,223,-297
3,229,-308
3,232,-292
3,234,-301
3,239,-304
3,245,-304
3,257,-296
3,259,-298
3,262,-312
3,266,-308
3,269,-302
3,288,-297
3,297,-302
3,320,-301
3,327,-298
3,336,-295
3,337,-300
3,339,-299
3,343,-302
3,351,-304
3,356,-304
3,357,-309
3,368,-308
3,371,-307
3,394,-299
3,401,-298
3,451,-299
3,469,-305
3,480,-294
3,485,-306
3,492,-294
3,495,-300
3,513,-307
3,522,-296
3,535,-293
3,548,-299
3,555,-293
3,569,-298
3,589,-298
3,597,-295
3,615,-292
3,631,-297
3,638,-297
3,640,-293
3,659,-299
3,662,-300
3,676,-308
3,679,-303
3,681,-302
3,682,-294
3,691,-302
3,717,-294
3,728,-305
3,730,-297
3,747,-292
3,749,-302
3,761,-293
3,768,-295
3,772,-297
3,777,-298
3,779,-293
3,797,-301
3,816,-294
3,819,-296
3,827,-294
3,829,-293
3,837,-295
3,861,-293
3,866,-301
3,888,-295
3,897,-299
3,902,-298
3,934,-298
3,936,-291
3,945,-295
3,980,-294
3,982,-297
3,984,-296
3,985,-293
3,1002,-295
3,1009,-295
3,1013,-297
3,1044,-292
3,1046,-299
3,1055,-295
3,1091,-292
3,1128,-295
3,1143,-295
3,1158,-292
3,1230,-292
3,1257,-297
3,1313,-296
3,1363,-298
3,1370,-296
3,1377,-292
3,1388,-297
3,1395,-292
3,1407,-294
3,1431,-291
3,1443,-294
3,1449,-295
3,1462,-294
3,1467,-301
3,1473,-294
3,1497,-296
3,1522,-293
3,1549,-295
3,1578,-292
3,1591,-294
3,1599,-292
3,1634,-296
3,1638,-292
3,1691,-295
3,1753,-293
3,1763,-295
3,1773,-291
3,1782,-291
3,1846,-295
3,1852,-291
3,1860,-294
3,1876,-297
3,1878,-296
3,1879,-292
3,1904,-291
3,1934,-292
3,2004,-292
3,2035,-294
3,2055,-292
3,2079,-293
3,2147,-296
3,2170,-293
3,2191,-293
3,2203,-291
3,2219,-294
3,2229,-294
3,2257,-292
3,2288,-295
3,2328,-291
3,2354,-292
3,2399,-292
3,2427,-293
3,2430,-291
3,2441,-291
3,2442,-294
3,2458,-292
3,2471,-291
3,2484,-291
3,2498,-295
3,2501,-292
3,2505,-291
3,2525,-292
3,2562,-292
3,2566,-291
3,2621,-293
3,2663,-294
3,2697,-293
3,2711,-292
3,2712,-294
3,2740,-295
3,2793,-292
3,2799,-293
3,2814,-292
3,2858,-292
3,2875,-292
3,2880,-292
3,2892,-291
3,2894,-292
3,2896,-294
3,2915,-292
3,2944,-291
3,2952,-291
3,2996,-291
3,3034,-295
3,3061,-293
3,3087,-292
3,3113,-291
3,3129,-292
3,3165,-291
3,3174,-291
3,3191,-292
3,3213,-291
3,3259,-292
3,3262,-291
3,3270,-294
3,3288,-291
3,3309,-291
3,3320,-292
3,3323,-293
3,3338,-293
3,3373,-291
3,3466,-293
3,3503,-292
3,3504,-291
3,3561,-293
3,3596,-291
3,3603,-294
3,3659,-293
3,3681,-291
3,3708,-291
3,3711,-292
3,3714,-292
3,3720,-292
3,3733,-294
3,3736,-294
3,3756,-293
3,3799,-292
3,3836,-291
3,3843,-291
3,3905,-291
3,4020,-291
3,4138,-291
3,4146,-291
3,4168,-291
3,4189,-291
3,4203,-291
3,4334,-292
3,4357,-292
3,4366,-291
3,4393,-291
3,4435,-291
3,4457,-291
3,4472,-292
3,4493,-291
3,4502,-291
3,4528,-291
3,4588,-292
3,4636,-291
3,4724,-291
3,4740,-291
3,4788,-291
3,4794,-291
3,4808,-291
3,4809,-291
3,4958,-291
3,4963,-291
3,4964,-291
4,5,-338
4,7,-272
4,8,-310
4,21,-217
4,24,-211
4,33,-140
4,36,-170
4,39,-115
4,46,-121
4,48,-119
4,72,-112
4,83,-108
4,94,-97
4,108,-100
4,154,-97
4,203,-98
4,210,-102
4,214,-101
4,237,-102
4,253,-89
4,272,-95
4,287,-90
4,336,-88
4,355,-99
4,378,-94
4,391,-102
4,444,-97
4,479,-89
4,526,-88
4,528,-96
4,560,-85
4,575,-90
4,634,-95
4,677,-88
4,683,-90
4,686,-91
4,695,-88
4,741,-88
4,782,-92
4,819,-89
4,879,-95
4,883,-88
4,947,-88
4,954,-88
4,1065,-97
4,1110,-87
4,1132,-89
4,1280,-89
4,1294,-87
4,1441,-91
4,1508,-88
4,1512,-89
4,1564,-86
4,1585,-91
4,1724,-84
4,1906,-86
4,2006,-85
4,2024,-85
4,2224,-87
4,2330,-86
4,2345,-84
4,2543,-91
4,2646,-85
4,2969,-86
4,3072,-86
4,3179,-86
4,3471,-84
4,3482,-85
4,3524,-84
4,3784,-86
4,3848,-85
4,3945,-86
4,3974,-84
4,4034,-85
4,4324,-84
4,4361,-84
4,4405,-84
4,4518,-84
4,4595,-84
4,4687,-84
4,4745,-84
4,4777,-84
4,4810,-84
5,6,-389
5,7,-446
5,8,-484
5,9,-370
5,10,-334
5,11,-282
5,12,-341
5,13,-358
5,14,-372
5,17,-332
5,19,-377
5,22,-280
5,24,-385
5,25,-317
5,31,-320
5,32,-339
5,34,-333
5,35,-288
5,36,-344
5,44,-305
5,45,-339
5,47,-297
5,48,-293
5,51,-271
5,52,-300
5,56,-282
5,58,-276
5,62,-302
5,63,-294
5,64,-361
5,66,-290
5,76,-292
5,88,-273
5,90,-285
5,102,-280
5,103,-285
5,106,-290
5,115,-286
5,116,-273
5,122,-263
5,128,-270
5,131,-271
5,143,-265
5,146,-258
5,151,-266
5,152,-265
5,153,-263
5,155,-277
5,159,-288
5,162,-263
5,182,-272
5,215,-275
5,217,-262
5,228,-268
5,238,-271
5,269,-269
5,279,-277
5,281,-263
5,283,-281
5,285,-287
5,292,-274
5,293,-281
5,299,-267
5,314,-271
5,328,-264
5,338,-263
5,341,-271
5,350,-265
5,358,-275
5,361,-279
5,366,-276
5,367,-269
5,388,-282
5,402,-265
5,425,-266
5,426,-271
5,433,-259
5,443,-263
5,452,-274
5,475,-269
5,501,-266
5,507,-271
5,523,-278
5,528,-270
5,532,-265
5,555,-260
5,577,-262
5,601,-261
5,619,-261
5,623,-261
