Node1,Node2,Bakry-Émery Curvature
0,1,-179.5
0,2,-38.5
0,3,-123.0
0,8,-101.5
0,32,-80.5
0,171,-45.5
0,250,-45.0
0,256,-41.0
0,263,-46.5
0,276,-44.5
0,304,-40.5
0,330,-48.5
0,347,-36.5
0,427,-36.5
0,488,-43.5
0,607,-40.0
0,643,-40.0
0,646,-36.0
0,655,-40.5
0,764,-36.5
0,901,-36.0
0,1048,-38.0
0,1101,-37.0
0,1139,-36.5
0,1198,-38.5
0,1329,-36.0
0,1558,-38.5
0,1694,-37.0
0,1743,-37.5
0,1850,-37.5
0,2036,-36.5
0,2038,-38.0
0,2180,-36.5
0,2187,-36.5
0,2276,-36.5
0,2344,-37.5
0,2441,-36.5
0,2587,-36.0
0,2657,-36.0
0,2869,-37.0
0,2936,-37.0
0,3087,-36.0
0,3147,-37.5
0,3275,-36.5
0,3302,-36.5
0,3451,-36.5
0,3657,-37.0
0,3671,-36.5
0,4257,-37.0
0,4372,-36.0
0,4749,-36.0
0,4846,-36.0
0,4962,-36.5
0,5441,-36.5
0,5673,-36.5
0,5723,-36.0
0,5726,-36.0
0,5847,-36.0
0,6060,-36.0
0,6077,-37.5
0,6884,-36.5
0,7045,-36.5
0,7266,-36.0
0,7345,-36.0
0,7444,-36.0
0,7692,-36.0
0,7931,-36.0
0,8517,-36.0
0,8612,-36.5
0,8801,-36.0
0,8953,-36.0
0,9072,-36.0
0,9510,-36.0
0,9549,-36.0
0,9712,-36.0
0,9887,-36.0
1,3,-229.5
1,4,-190.5
1,6,-196.0
1,7,-162.0
1,11,-153.5
1,13,-152.5
1,14,-144.5
1,19,-176.0
1,23,-150.0
1,30,-152.0
1,31,-154.0
1,33,-150.0
1,35,-163.5
1,40,-154.5
1,49,-146.0
1,58,-147.0
1,59,-149.0
1,65,-161.5
1,66,-169.5
1,67,-158.0
1,68,-157.5
1,70,-144.5
1,79,-161.5
1,83,-153.5
1,87,-148.0
1,89,-167.0
1,90,-146.0
1,105,-157.0
1,107,-167.0
1,126,-144.5
1,129,-147.5
1,141,-149.5
1,145,-149.5
1,148,-146.5
1,178,-143.0
1,186,-147.0
1,190,-144.0
1,196,-145.0
1,198,-151.5
1,225,-152.5
1,231,-149.0
1,251,-149.0
1,264,-145.0
1,271,-152.5
1,275,-147.0
1,308,-148.0
1,333,-143.0
1,341,-144.0
1,344,-149.5
1,353,-152.0
1,389,-148.5
1,391,-146.5
1,398,-146.5
1,416,-142.5
1,418,-143.0
1,441,-145.0
1,454,-146.0
1,461,-145.5
1,464,-144.0
1,466,-144.5
1,477,-152.5
1,482,-144.0
1,489,-148.0
1,502,-145.5
1,514,-153.0
1,542,-149.0
1,548,-144.0
1,591,-142.5
1,593,-144.5
1,637,-146.0
1,662,-143.0
1,673,-144.0
1,688,-144.0
1,698,-146.5
1,720,-152.5
1,732,-148.0
1,733,-144.5
1,737,-146.0
1,770,-143.0
1,776,-152.5
1,813,-146.0
1,832,-143.0
1,834,-142.5
1,849,-145.0
1,863,-143.0
1,873,-143.5
1,954,-143.0
1,990,-144.5
1,1000,-143.5
1,1003,-143.0
1,1017,-142.5
1,1065,-143.0
1,1135,-143.5
1,1147,-144.0
1,1149,-144.0
1,1203,-144.5
1,1246,-145.0
1,1259,-146.0
1,1330,-145.5
1,1385,-145.0
1,1411,-143.5
1,1430,-143.0
1,1433,-144.0
1,1436,-144.5
1,1460,-142.5
1,1492,-144.5
1,1543,-144.0
1,1551,-143.0
1,1566,-143.0
1,1590,-143.0
1,1630,-145.5
1,1667,-143.0
1,1702,-142.5
1,1721,-144.0
1,1744,-142.5
1,1754,-142.5
1,1767,-144.5
1,1775,-142.5
1,1821,-146.5
1,1824,-143.5
1,1843,-144.5
1,1887,-143.5
1,1897,-146.0
1,1910,-143.0
1,1911,-142.5
1,1927,-144.0
1,1967,-142.5
1,1987,-143.0
1,2012,-144.5
1,2074,-146.0
1,2136,-145.0
1,2174,-143.0
1,2217,-143.5
1,2225,-147.0
1,2226,-143.0
1,2255,-143.0
1,2258,-142.5
1,2267,-143.5
1,2280,-145.5
1,2305,-143.0
1,2391,-144.5
1,2402,-143.5
1,2508,-142.5
1,2545,-143.0
1,2556,-143.5
1,2565,-143.5
1,2568,-142.5
1,2580,-143.5
1,2623,-143.0
1,2642,-143.0
1,2682,-143.5
1,2705,-142.5
1,2709,-142.5
1,2713,-143.0
1,2754,-144.0
1,2827,-142.5
1,2837,-142.5
1,2850,-142.5
1,2908,-142.5
1,3019,-142.5
1,3040,-143.0
1,3048,-142.5
1,3091,-142.5
1,3117,-142.5
1,3149,-143.0
1,3166,-143.0
1,3182,-143.5
1,3203,-145.5
1,3325,-143.0
1,3368,-144.5
1,3444,-142.5
1,3612,-142.5
1,3614,-144.0
1,3682,-142.5
1,3705,-142.5
1,3727,-142.5
1,3808,-144.0
1,3902,-142.5
1,3906,-142.5
1,3941,-144.0
1,3961,-143.5
1,3969,-143.0
1,3984,-143.0
1,4021,-143.5
1,4120,-142.5
1,4135,-143.5
1,4185,-143.5
1,4211,-143.0
