Node1,Node2,Forman-Ricci Curvature
0,1,-361
0,2,-79
0,3,-248
0,8,-205
0,32,-163
0,171,-93
0,250,-92
0,256,-84
0,263,-95
0,276,-91
0,304,-83
0,330,-99
0,347,-75
0,427,-75
0,488,-89
0,607,-82
0,643,-82
0,646,-74
0,655,-83
0,764,-75
0,901,-74
0,1048,-78
0,1101,-76
0,1139,-75
0,1198,-79
0,1329,-74
0,1558,-79
0,1694,-76
0,1743,-77
0,1850,-77
0,2036,-75
0,2038,-78
0,2180,-75
0,2187,-75
0,2276,-75
0,2344,-77
0,2441,-75
0,2587,-74
0,2657,-74
0,2869,-76
0,2936,-76
0,3087,-74
0,3147,-77
0,3275,-75
0,3302,-75
0,3451,-75
0,3657,-76
0,3671,-75
0,4257,-76
0,4372,-74
0,4749,-74
0,4846,-74
0,4962,-75
0,5441,-75
0,5673,-75
0,5723,-74
0,5726,-74
0,5847,-74
0,6060,-74
0,6077,-77
0,6884,-75
0,7045,-75
0,7266,-74
0,7345,-74
0,7444,-74
0,7692,-74
0,7931,-74
0,8517,-74
0,8612,-75
0,8801,-74
0,8953,-74
0,9072,-74
0,9510,-74
0,9549,-74
0,9712,-74
0,9887,-74
1,3,-461
1,4,-383
1,6,-394
1,7,-326
1,11,-309
1,13,-307
1,14,-291
1,19,-354
1,23,-302
1,30,-306
1,31,-310
1,33,-302
1,35,-329
1,40,-311
1,49,-294
1,58,-296
1,59,-300
1,65,-325
1,66,-341
1,67,-318
1,68,-317
1,70,-291
1,79,-325
1,83,-309
1,87,-298
1,89,-336
1,90,-294
1,105,-316
1,107,-336
1,126,-291
1,129,-297
1,141,-301
1,145,-301
1,148,-295
1,178,-288
1,186,-296
1,190,-290
1,196,-292
1,198,-305
1,225,-307
1,231,-300
1,251,-300
1,264,-292
1,271,-307
1,275,-296
1,308,-298
1,333,-288
1,341,-290
1,344,-301
1,353,-306
1,389,-299
1,391,-295
1,398,-295
1,416,-287
1,418,-288
1,441,-292
