Node1,Node2,Ollivier-Ricci Curvature
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,6,0.0
0,7,0.0
0,9,0.0
0,11,0.0
0,12,0.0
0,13,0.0
0,14,0.0
0,17,0.0
0,20,0.0
0,22,0.0
0,24,0.0
0,32,0.0
0,38,0.0
0,39,0.0
0,41,0.0
0,46,0.0
0,47,0.0
0,49,0.0
0,54,0.0
0,55,0.0
0,56,0.0
0,62,0.0
0,70,0.0
0,74,0.0
0,76,0.0
0,78,0.0
0,83,0.0
0,85,0.0
0,96,0.0
0,99,0.0
0,104,0.0
0,106,0.0
0,112,0.0
0,116,0.0
0,124,0.0
0,132,0.0
0,142,0.0
0,149,0.0
0,151,0.0
0,152,0.0
0,157,0.0
0,161,0.0
0,165,0.0
0,178,0.0
0,184,0.0
0,193,0.0
0,194,0.0
0,195,0.0
0,208,0.0
0,219,0.0
0,223,0.0
0,237,0.0
0,269,0.0
0,280,0.0
0,281,0.0
0,282,0.0
0,290,0.0
0,305,0.0
0,320,0.0
0,346,0.0
0,347,0.0
0,350,0.0
0,399,0.0
0,406,0.0
0,421,0.0
0,424,0.0
0,432,0.0
0,435,0.0
0,460,0.0
0,476,0.0
0,520,0.0
0,552,0.0
0,564,0.0
0,595,0.0
0,617,0.0
0,619,0.0
0,628,0.0
0,629,0.0
0,650,0.0
0,679,0.0
0,692,0.0
0,718,0.0
0,761,0.0
0,792,0.0
0,796,0.0
0,798,0.0
0,809,0.0
0,813,0.0
0,848,0.0
0,849,0.0
0,857,0.0
0,861,0.0
0,867,0.0
0,877,0.0
0,880,0.0
0,883,0.0
0,890,0.0
0,894,0.0
0,904,0.0
0,919,0.0
0,926,0.0
0,937,0.0
0,981,0.0
1,5,0.0
1,6,0.0
1,7,0.0
1,11,0.0
1,18,0.0
1,20,0.0
1,28,0.0
1,37,0.0
1,43,0.0
1,44,0.0
1,111,0.0
1,122,0.0
1,138,0.0
1,151,0.0
1,194,0.0
1,252,0.0
1,256,0.0
1,268,0.0
1,270,0.0
1,280,0.0
1,348,0.0
1,360,0.0
1,539,0.0
1,603,0.0
1,618,0.0
1,712,0.0
1,728,0.0
1,808,0.0
1,907,0.0
1,952,0.0
2,10,0.0
2,12,0.0
2,27,0.0
2,29,0.0
2,33,0.0
2,74,0.0
2,132,0.0
2,135,0.0
2,160,0.0
2,169,0.0
2,214,0.0
2,288,0.0
2,317,0.0
2,333,0.0
2,353,0.0
2,389,0.0
2,576,0.0
2,661,0.0
2,688,0.0
2,705,0.0
2,780,0.0
2,804,0.0
2,951,0.0
3,5,0.0
3,6,0.0
3,8,0.0
3,10,0.0
3,11,0.0
3,13,0.0
3,16,0.0
3,17,0.0
3,27,0.0
3,30,0.0
3,31,0.0
3,49,0.0
3,60,0.0
3,61,0.0
3,82,0.0
3,95,0.0
3,97,0.0
3,110,0.0
3,117,0.0
3,126,0.0
3,141,0.0
3,142,0.0
3,154,0.0
3,155,0.0
3,161,0.0
3,189,0.0
3,223,0.0
3,226,0.0
3,246,0.0
3,254,0.0
3,260,0.0
3,261,0.0
3,299,0.0
3,333,0.0
3,345,0.0
3,349,0.0
3,370,0.0
3,387,0.0
3,395,0.0
3,399,0.0
3,409,0.0
3,470,0.0
3,496,0.0
3,502,0.0
3,508,0.0
3,528,0.0
3,546,0.0
3,598,0.0
3,607,0.0
3,614,0.0
3,632,0.0
3,659,0.0
3,663,0.0
3,670,0.0
3,680,0.0
3,694,0.0
3,702,0.0
3,774,0.0
3,778,0.0
3,817,0.0
3,840,0.0
3,846,0.0
3,864,0.0
3,920,0.0
3,948,0.0
3,961,0.0
3,962,0.0
3,963,0.0
3,984,0.0
4,5,0.0
4,9,0.0
4,20,0.0
4,23,0.0
4,119,0.0
4,162,0.0
4,475,0.0
4,489,0.0
4,531,0.0
4,543,0.0
4,650,0.0
4,668,0.0
4,818,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,18,0.0
5,19,0.0
5,21,0.0
5,23,0.0
5,24,0.0
5,37,0.0
5,45,0.0
5,52,0.0
5,53,0.0
5,58,0.0
5,66,0.0
5,84,0.0
5,88,0.0
5,104,0.0
5,107,0.0
5,108,0.0
5,128,0.0
5,133,0.0
5,137,0.0
5,153,0.0
5,165,0.0
5,180,0.0
5,209,0.0
5,230,0.0
5,232,0.0
5,268,0.0
5,310,0.0
5,317,0.0
5,322,0.0
5,328,0.0
5,372,0.0
5,381,0.0
5,394,0.0
5,442,0.0
5,507,0.0
5,538,0.0
5,577,0.0
5,598,0.0
5,604,0.0
5,616,0.0
5,626,0.0
5,643,0.0
5,647,0.0
5,669,0.0
5,682,0.0
5,684,0.0
5,729,0.0
5,748,0.0
5,764,0.0
5,768,0.0
5,920,0.0
5,967,0.0
5,995,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,14,0.0
6,15,0.0
6,17,0.0
6,20,0.0
6,23,0.0
6,25,0.0
6,29,0.0
6,35,0.0
6,65,0.0
6,66,0.0
6,68,0.0
6,94,0.0
6,101,0.0
6,106,0.0
6,114,0.0
6,122,0.0
6,136,0.0
6,137,0.0
6,142,0.0
6,148,0.0
6,149,0.0
6,157,0.0
6,175,0.0
6,186,0.0
6,191,0.0
6,195,0.0
6,201,0.0
6,203,0.0
6,220,0.0
6,231,0.0
6,248,0.0
6,256,0.0
6,277,0.0
6,285,0.0
6,291,0.0
6,297,0.0
6,324,0.0
6,347,0.0
6,386,0.0
6,412,0.0
6,414,0.0
6,418,0.0
6,422,0.0
6,439,0.0
6,448,0.0
6,453,0.0
6,467,0.0
6,468,0.0
6,494,0.0
6,642,0.0
6,660,0.0
6,685,0.0
6,757,0.0
6,759,0.0
6,824,0.0
6,847,0.0
6,875,0.0
6,886,0.0
6,893,0.0
6,937,0.0
6,944,0.0
6,961,0.0
6,972,0.0
6,974,0.0
7,8,0.0
7,15,0.0
7,18,0.0
7,19,0.0
7,24,0.0
7,31,0.0
7,34,0.0
7,43,0.0
7,45,0.0
7,48,0.0
7,65,0.0
7,66,0.0
7,69,0.0
7,83,0.0
7,90,0.0
7,91,0.0
7,92,0.0
7,100,0.0
7,118,0.0
7,120,0.0
7,145,0.0
7,159,0.0
7,171,0.0
7,172,0.0
7,182,0.0
7,207,0.0
7,235,0.0
7,242,0.0
7,244,0.0
7,250,0.0
7,265,0.0
7,268,0.0
7,288,0.0
7,303,0.0
7,337,0.0
7,391,0.0
7,405,0.0
7,411,0.0
7,446,0.0
7,466,0.0
7,478,0.0
7,493,0.0
7,560,0.0
7,564,0.0
7,726,0.0
7,730,0.0
7,735,0.0
7,740,0.0
7,770,0.0
7,805,0.0
7,814,0.0
7,874,0.0
7,876,0.0
7,943,0.0
7,993,0.0
9,14,0.0
9,16,0.0
9,21,0.0
9,31,0.0
9,33,0.0
9,64,0.0
9,79,0.0
9,85,0.0
9,97,0.0
9,204,0.0
9,210,0.0
9,214,0.0
9,240,0.0
9,246,0.0
9,260,0.0
9,275,0.0
9,301,0.0
9,342,0.0
9,400,0.0
9,420,0.0
9,454,0.0
9,457,0.0
9,477,0.0
9,519,0.0
9,521,0.0
9,538,0.0
9,547,0.0
9,552,0.0
9,562,0.0
9,568,0.0
9,590,0.0
9,621,0.0
9,708,0.0
9,733,0.0
9,829,0.0
9,905,0.0
9,921,0.0
9,939,0.0
9,945,0.0
9,964,0.0
9,989,0.0
11,12,0.0
11,15,0.0
11,16,0.0
11,19,0.0
11,21,0.0
11,25,0.0
11,26,0.0
11,28,0.0
11,34,0.0
11,35,0.0
11,37,0.0
11,45,0.0
11,46,0.0
11,52,0.0
11,69,0.0
11,82,0.0
11,86,0.0
11,91,0.0
11,94,0.0
11,100,0.0
11,102,0.0
11,106,0.0
11,119,0.0
11,150,0.0
11,162,0.0
11,167,0.0
11,168,0.0
11,176,0.0
11,207,0.0
11,213,0.0
11,224,0.0
11,234,0.0
11,236,0.0
11,269,0.0
11,300,0.0
11,316,0.0
11,339,0.0
11,363,0.0
11,374,0.0
11,380,0.0
11,389,0.0
11,393,0.0
11,410,0.0
11,462,0.0
11,465,0.0
11,497,0.0
11,507,0.0
11,526,0.0
11,532,0.0
11,535,0.0
11,552,0.0
11,579,0.0
11,595,0.0
11,597,0.0
11,654,0.0
11,661,0.0
11,684,0.0
11,690,0.0
11,706,0.0
11,716,0.0
11,785,0.0
11,787,0.0
11,791,0.0
11,828,0.0
11,830,0.0
11,852,0.0
11,933,0.0
11,966,0.0
11,980,0.0
11,995,0.0
12,8,0.0
12,13,0.0
12,25,0.0
12,30,0.0
12,40,0.0
12,52,0.0
12,68,0.0
12,70,0.0
12,82,0.0
12,89,0.0
12,95,0.0
12,108,0.0
12,113,0.0
12,127,0.0
12,140,0.0
12,174,0.0
12,177,0.0
12,185,0.0
12,201,0.0
12,231,0.0
12,240,0.0
12,271,0.0
12,274,0.0
12,300,0.0
12,334,0.0
12,352,0.0
12,420,0.0
12,452,0.0
12,479,0.0
12,514,0.0
12,533,0.0
12,617,0.0
12,648,0.0
12,684,0.0
12,695,0.0
12,724,0.0
12,771,0.0
12,782,0.0
12,783,0.0
12,932,0.0
13,10,0.0
13,29,0.0
13,36,0.0
13,37,0.0
13,39,0.0
13,55,0.0
13,72,0.0
13,81,0.0
13,125,0.0
13,136,0.0
13,158,0.0
13,181,0.0
13,196,0.0
13,218,0.0
13,224,0.0
13,233,0.0
13,263,0.0
13,277,0.0
13,318,0.0
13,350,0.0
13,351,0.0
13,353,0.0
13,382,0.0
13,383,0.0
13,392,0.0
13,400,0.0
13,407,0.0
13,486,0.0
13,502,0.0
13,555,0.0
13,615,0.0
13,665,0.0
13,687,0.0
13,713,0.0
13,764,0.0
13,833,0.0
13,896,0.0
13,953,0.0
14,10,0.0
14,18,0.0
14,26,0.0
14,27,0.0
14,30,0.0
14,39,0.0
14,40,0.0
14,41,0.0
14,44,0.0
14,54,0.0
14,70,0.0
14,71,0.0
14,73,0.0
14,76,0.0
14,80,0.0
14,87,0.0
14,90,0.0
14,96,0.0
14,100,0.0
14,113,0.0
14,116,0.0
14,136,0.0
14,149,0.0
14,166,0.0
14,217,0.0
14,248,0.0
14,275,0.0
14,287,0.0
14,338,0.0
14,377,0.0
14,387,0.0
14,388,0.0
14,401,0.0
14,403,0.0
14,503,0.0
14,533,0.0
14,552,0.0
14,586,0.0
14,589,0.0
14,604,0.0
14,642,0.0
14,725,0.0
14,768,0.0
14,776,0.0
14,777,0.0
14,950,0.0
14,988,0.0
17,15,0.0
17,29,0.0
