Node1,Node2,Ollivier-Ricci Curvature
0,38,0.0
0,87,0.0
0,148,0.0
0,160,0.0
0,202,0.0
0,281,0.0
0,303,0.0
0,610,0.0
0,620,0.0
0,787,0.0
0,791,0.0
0,803,0.0
0,910,0.0
0,975,0.0
38,42,0.0
38,73,0.0
38,107,0.0
38,146,0.0
38,200,0.0
38,538,0.0
38,849,0.0
38,920,0.0
87,111,0.0
87,315,0.0
87,318,0.0
87,382,0.0
87,389,0.0
87,399,0.0
87,579,0.0
87,763,0.0
87,875,0.0
87,888,0.0
87,891,0.0
87,920,0.0
148,17,0.0
148,151,0.0
148,325,0.0
148,328,0.0
148,632,0.0
160,23,0.0
160,24,0.0
160,171,0.0
160,235,0.0
160,305,0.0
160,361,0.0
160,389,0.0
160,511,0.0
160,557,0.0
160,562,0.0
160,593,0.0
160,594,0.0
160,796,0.0
160,835,0.0
160,842,0.0
160,848,0.0
160,915,0.0
160,949,0.0
160,959,0.0
202,95,0.0
202,431,0.0
202,439,0.0
202,476,0.0
202,658,0.0
202,757,0.0
202,940,0.0
202,954,0.0
202,998,0.0
281,244,0.0
281,378,0.0
281,485,0.0
281,531,0.0
303,28,0.0
303,214,0.0
303,269,0.0
303,300,0.0
303,414,0.0
303,486,0.0
303,584,0.0
303,777,0.0
303,836,0.0
303,882,0.0
303,895,0.0
303,907,0.0
303,922,0.0
303,974,0.0
610,278,0.0
610,313,0.0
610,344,0.0
610,477,0.0
610,485,0.0
610,682,0.0
610,827,0.0
620,23,0.0
620,46,0.0
620,245,0.0
620,258,0.0
620,318,0.0
620,356,0.0
620,441,0.0
620,471,0.0
620,536,0.0
620,577,0.0
620,612,0.0
620,648,0.0
620,688,0.0
620,717,0.0
620,719,0.0
620,884,0.0
620,893,0.0
620,906,0.0
620,933,0.0
620,961,0.0
787,24,0.0
787,45,0.0
787,147,0.0
787,189,0.0
787,271,0.0
787,276,0.0
787,334,0.0
787,340,0.0
787,443,0.0
787,469,0.0
787,488,0.0
787,714,0.0
787,725,0.0
787,734,0.0
787,912,0.0
791,22,0.0
791,33,0.0
